Sweep	n_mod	n_accept	n_mod_0_1	n_accept_0_1	n_mod_1_0	n_accept_1_0
39060	15	5	6	2	9	3
39061	18	7	9	4	9	3
39062	15	6	6	1	9	5
39063	11	2	5	1	6	1
39065	12	5	7	5	5	0
39066	15	7	6	2	9	5
39067	18	6	9	3	9	3
39072	13	5	5	3	8	2
39073	12	6	3	2	9	4
39074	12	2	4	2	8	0
39077	10	3	3	1	7	2
39078	17	5	9	4	8	1
39083	17	8	7	4	10	4
39084	20	10	10	5	10	5
39086	23	15	13	8	10	7
39089	17	7	6	1	11	6
39090	13	2	6	1	7	1
39093	15	6	8	5	7	1
39094	15	6	6	3	9	3
39097	17	7	7	4	10	3
39100	15	10	8	5	7	5
39104	16	8	4	1	12	7
39112	14	4	9	4	5	0
39113	14	3	5	0	9	3
39114	18	8	10	6	8	2
39115	18	9	6	3	12	6
39117	13	8	7	6	6	2
39118	14	7	5	2	9	5
39119	15	3	6	1	9	2
39120	10	1	4	0	6	1
39122	16	7	9	6	7	1
39127	16	8	8	5	8	3
39129	16	8	5	2	11	6
39131	16	7	7	3	9	4
39133	14	6	7	3	7	3
39134	11	6	4	2	7	4
39141	14	5	6	4	8	1
39142	10	6	1	1	9	5
39144	15	8	11	6	4	2
39149	13	4	5	2	8	2
39151	16	9	7	6	9	3
39152	15	7	2	1	13	6
39153	17	6	8	3	9	3
39154	14	5	9	5	5	0
39155	16	8	6	3	10	5
39158	19	11	11	8	8	3
39159	23	12	8	2	15	10
39162	23	9	14	5	9	4
39164	16	6	6	3	10	3
39166	18	8	10	4	8	4
39167	14	5	6	2	8	3
39169	14	4	5	2	9	2
39174	15	6	7	4	8	2
39177	14	5	4	1	10	4
39181	12	3	5	1	7	2
39183	15	2	8	2	7	0
39184	11	4	3	2	8	2
39188	19	7	10	3	9	4
39189	14	3	7	2	7	1
39192	17	7	9	4	8	3
39194	15	5	7	3	8	2
39196	19	9	13	6	6	3
39198	19	10	8	3	11	7
39200	13	4	10	4	3	0
39201	18	9	7	3	11	6
39204	13	8	4	4	9	4
39207	19	10	9	6	10	4
39208	16	9	6	3	10	6
39209	16	7	6	4	10	3
39210	15	5	6	2	9	3
39211	15	5	5	2	10	3
39213	13	2	6	1	7	1
39215	15	5	8	3	7	2
39217	12	5	4	2	8	3
39224	14	5	8	3	6	2
39226	14	3	6	1	8	2
39228	12	5	7	4	5	1
39231	17	7	5	2	12	5
39232	11	3	5	2	6	1
39233	21	11	12	7	9	4
39237	21	11	10	5	11	6
39240	9	7	2	2	7	5
39241	14	6	7	4	7	2
39242	12	5	4	2	8	3
39244	13	4	4	2	9	2
39245	10	5	6	3	4	2
39246	12	6	4	2	8	4
39248	10	6	5	4	5	2
39249	22	10	13	6	9	4
39250	15	7	5	2	10	5
39252	14	10	8	6	6	4
39254	15	9	5	4	10	5
39257	14	4	5	0	9	4
39258	18	8	12	7	6	1
39263	18	9	7	4	11	5
39267	15	6	5	2	10	4
39270	17	8	8	5	9	3
39272	15	7	4	2	11	5
39276	13	5	7	4	6	1
39278	19	7	8	3	11	4
39279	18	7	9	3	9	4
39280	13	6	7	4	6	2
39284	21	11	11	5	10	6
39293	16	4	7	2	9	2
39295	19	7	11	4	8	3
39296	19	10	10	6	9	4
39299	14	7	4	1	10	6
39300	12	2	5	1	7	1
39301	15	6	9	4	6	2
39303	13	7	7	3	6	4
39304	20	8	10	5	10	3
39307	19	11	9	5	10	6
39309	16	11	6	6	10	5
39310	15	5	4	0	11	5
39311	13	4	8	4	5	0
39312	19	12	9	6	10	6
39313	21	11	12	7	9	4
39315	19	9	8	5	11	4
39316	23	11	9	5	14	6
39318	17	9	7	4	10	5
39319	15	7	4	3	11	4
39320	18	6	8	4	10	2
39323	24	13	10	8	14	5
39324	18	9	6	2	12	7
39328	17	6	8	2	9	4
39330	15	4	9	2	6	2
39335	18	7	11	4	7	3
39338	17	5	7	1	10	4
39342	13	5	8	3	5	2
39346	14	4	7	2	7	2
39350	19	5	13	4	6	1
39352	18	10	7	3	11	7
39353	13	7	8	6	5	1
39354	13	6	3	1	10	5
39355	14	7	7	6	7	1
39356	18	11	8	6	10	5
39360	21	12	8	4	13	8
39362	16	5	7	3	9	2
39364	14	10	5	5	9	5
39365	22	9	11	4	11	5
39369	16	7	7	2	9	5
39372	18	5	11	4	7	1
39373	16	5	7	2	9	3
39375	19	7	9	3	10	4
39379	20	12	14	8	6	4
39382	21	7	10	1	11	6
39383	15	5	11	5	4	0
39385	19	10	8	4	11	6
39388	12	5	1	0	11	5
39389	16	9	12	9	4	0
39390	18	10	8	4	10	6
39391	15	5	5	1	10	4
39392	16	7	7	3	9	4
39393	23	12	17	9	6	3
39395	18	8	6	0	12	8
39398	11	4	4	3	7	1
39399	13	5	6	2	7	3
39400	15	8	10	6	5	2
39401	22	13	12	7	10	6
39403	17	7	9	2	8	5
39405	14	4	6	2	8	2
39407	18	6	10	5	8	1
39408	12	5	3	1	9	4
39410	16	5	7	1	9	4
39411	15	7	10	4	5	3
39415	14	2	6	0	8	2
39416	15	6	8	5	7	1
39418	17	8	7	4	10	4
39419	18	7	10	4	8	3
39421	16	5	7	1	9	4
39422	18	7	11	4	7	3
39424	11	3	4	1	7	2
39425	11	2	4	2	7	0
39426	16	6	6	2	10	4
39428	14	4	5	2	9	2
39430	15	5	8	3	7	2
39437	14	3	5	1	9	2
39439	16	6	7	3	9	3
39444	17	10	8	7	9	3
39446	13	10	3	3	10	7
39447	20	8	14	7	6	1
39448	16	9	6	2	10	7
39449	13	6	7	4	6	2
39450	23	11	13	6	10	5
39451	14	8	4	2	10	6
39452	21	9	14	7	7	2
39454	19	11	6	3	13	8
39455	15	5	9	3	6	2
39458	20	10	12	7	8	3
39461	18	10	8	4	10	6
39462	16	7	8	4	8	3
39463	19	8	7	2	12	6
39467	14	3	7	1	7	2
39469	12	6	7	4	5	2
39471	10	2	2	0	8	2
39474	14	1	7	1	7	0
39476	13	4	5	3	8	1
39479	16	7	10	4	6	3
39481	15	7	7	4	8	3
39482	18	7	6	2	12	5
39483	15	5	6	1	9	4
39484	13	4	8	3	5	1
39486	14	4	7	2	7	2
39488	10	4	3	1	7	3
39489	17	7	11	6	6	1
39490	18	8	6	2	12	6
39491	9	4	2	2	7	2
39492	17	3	11	2	6	1
39499	14	8	7	6	7	2
39502	18	8	10	4	8	4
39505	19	8	8	2	11	6
39506	18	8	10	5	8	3
39508	16	9	6	5	10	4
39509	16	7	6	3	10	4
39511	15	8	7	3	8	5
39513	15	5	7	3	8	2
39516	14	6	8	5	6	1
39519	20	9	11	4	9	5
39521	14	6	5	2	9	4
39523	16	9	9	6	7	3
39524	16	11	6	5	10	6
39525	15	6	5	2	10	4
39527	18	7	9	4	9	3
39528	12	6	4	1	8	5
39529	9	3	2	1	7	2
39531	9	2	5	2	4	0
39532	17	9	11	7	6	2
39533	16	7	3	1	13	6
39540	13	3	5	1	8	2
39546	16	6	8	4	8	2
39548	19	9	9	4	10	5
39549	18	7	12	6	6	1
39551	21	7	11	2	10	5
39552	19	3	8	0	11	3
39553	15	3	11	3	4	0
39556	12	5	3	3	9	2
39559	11	3	2	0	9	3
39565	16	5	7	2	9	3
39566	14	1	8	0	6	1
39567	12	5	6	4	6	1
39568	19	10	10	6	9	4
39569	16	10	7	4	9	6
39571	17	7	8	4	9	3
39573	21	11	12	8	9	3
39574	16	8	4	2	12	6
39577	16	9	7	4	9	5
39578	16	8	5	4	11	4
39579	20	10	11	7	9	3
39580	19	9	8	3	11	6
39582	18	7	9	3	9	4
39583	17	6	7	2	10	4
39584	14	7	8	4	6	3
39586	11	5	5	2	6	3
39588	11	5	6	4	5	1
39589	18	6	9	2	9	4
39590	16	6	6	2	10	4
39592	7	2	3	1	4	1
39594	13	5	7	4	6	1
39595	16	7	7	3	9	4
39597	18	10	9	6	9	4
39599	14	6	4	2	10	4
39602	14	8	6	4	8	4
39603	15	5	7	3	8	2
39605	17	8	7	4	10	4
39612	15	7	6	3	9	4
39613	15	5	6	1	9	4
39614	14	1	10	1	4	0
39615	13	5	6	3	7	2
39616	18	9	10	6	8	3
39617	19	10	10	5	9	5
39618	18	8	7	2	11	6
39620	17	6	11	4	6	2
39621	17	6	9	3	8	3
39622	18	8	9	4	9	4
39625	20	10	12	6	8	4
39631	17	6	7	2	10	4
39632	15	5	6	1	9	4
39634	11	4	5	3	6	1
39635	16	9	10	6	6	3
39636	23	11	13	6	10	5
39638	18	9	10	5	8	4
39639	18	9	7	3	11	6
39640	13	6	6	3	7	3
39641	18	8	7	3	11	5
39642	15	7	8	4	7	3
39644	13	6	6	4	7	2
39646	15	5	7	1	8	4
39647	13	5	6	2	7	3
39648	18	7	10	5	8	2
39651	16	7	8	4	8	3
39652	12	1	6	0	6	1
39654	14	7	5	3	9	4
39656	17	9	7	5	10	4
39657	11	6	2	1	9	5
39658	12	3	7	2	5	1
39659	15	7	9	5	6	2
39665	16	7	6	3	10	4
39667	14	6	7	4	7	2
39671	18	10	10	5	8	5
39673	15	8	5	3	10	5
39677	20	11	13	9	7	2
39680	22	12	9	4	13	8
39683	16	11	7	6	9	5
39688	24	13	12	6	12	7
39689	19	9	6	4	13	5
39693	14	7	5	1	9	6
39694	11	3	4	2	7	1
39695	15	3	7	1	8	2
39696	8	3	3	2	5	1
39697	10	3	4	2	6	1
39699	14	6	6	3	8	3
39702	13	5	6	2	7	3
39703	12	4	5	3	7	1
39705	17	8	9	4	8	4
39710	16	8	6	4	10	4
39711	15	7	7	5	8	2
39716	24	11	13	5	11	6
39718	16	6	6	2	10	4
39720	17	7	10	4	7	3
39723	12	4	4	1	8	3
39724	13	8	8	6	5	2
39725	16	4	5	0	11	4
39727	16	6	8	4	8	2
39728	16	9	8	6	8	3
39729	19	7	10	2	9	5
39733	15	9	5	4	10	5
39738	15	2	6	0	9	2
39740	15	5	9	3	6	2
39742	13	3	5	1	8	2
39743	12	6	6	5	6	1
39745	17	8	7	3	10	5
39747	13	3	4	0	9	3
39750	12	5	7	4	5	1
39752	19	8	10	5	9	3
39754	14	7	4	1	10	6
39755	11	5	6	4	5	1
39756	18	8	11	5	7	3
39761	18	7	10	4	8	3
39762	18	8	5	2	13	6
39763	16	7	8	4	8	3
39770	12	7	5	3	7	4
39771	15	5	10	3	5	2
39772	27	10	19	7	8	3
39777	19	8	9	2	10	6
39781	10	3	3	1	7	2
39782	10	4	6	2	4	2
39783	20	9	12	6	8	3
39784	14	4	6	2	8	2
39786	15	7	4	1	11	6
39789	8	2	5	2	3	0
39791	12	3	4	0	8	3
39792	11	2	7	2	4	0
39794	10	4	4	4	6	0
39795	16	9	7	4	9	5
39796	19	7	10	3	9	4
39797	17	5	8	2	9	3
39800	15	4	6	1	9	3
39801	13	6	8	5	5	1
39803	15	4	6	1	9	3
39804	12	6	6	4	6	2
39805	15	8	6	5	9	3
39806	18	9	9	5	9	4
39811	23	12	10	5	13	7
39812	16	7	6	2	10	5
39814	14	3	7	1	7	2
39816	16	4	9	2	7	2
39819	15	7	8	5	7	2
39826	17	7	8	3	9	4
39827	17	6	8	4	9	2
39829	16	8	7	4	9	4
39833	14	7	7	4	7	3
39834	16	9	8	5	8	4
39835	18	11	6	4	12	7
39836	16	8	8	4	8	4
39838	14	8	5	3	9	5
39839	18	4	9	3	9	1
39841	13	8	4	3	9	5
39843	15	3	7	0	8	3
39845	18	9	13	9	5	0
39848	18	7	6	2	12	5
39851	22	12	10	6	12	6
39853	19	12	8	6	11	6
39857	15	9	5	3	10	6
39858	15	7	7	4	8	3
39860	13	5	4	1	9	4
39861	14	3	7	2	7	1
39863	15	6	8	4	7	2
39864	15	7	8	4	7	3
39866	18	8	8	4	10	4
39867	18	7	9	3	9	4
39869	14	6	6	4	8	2
39870	22	11	11	7	11	4
39874	20	13	7	5	13	8
39877	22	10	12	5	10	5
39879	19	10	9	4	10	6
39883	17	8	9	5	8	3
39884	18	5	9	2	9	3
39891	19	7	10	5	9	2
39892	21	10	9	3	12	7
39893	20	10	12	7	8	3
39896	15	7	3	1	12	6
39899	14	5	7	4	7	1
39901	17	8	7	2	10	6
39902	13	5	5	3	8	2
39905	16	9	8	5	8	4
39908	17	8	8	4	9	4
39911	10	3	3	0	7	3
39914	9	2	4	1	5	1
39917	7	2	5	2	2	0
39918	11	7	6	4	5	3
39919	15	6	6	2	9	4
39922	13	2	6	0	7	2
39924	14	2	10	2	4	0
39925	12	5	5	2	7	3
39926	10	3	6	3	4	0
39930	17	8	8	2	9	6
39931	12	4	7	4	5	0
39932	18	9	11	6	7	3
39933	18	11	6	3	12	8
39934	14	6	8	5	6	1
39936	16	8	6	3	10	5
39937	18	9	11	6	7	3
39939	20	9	10	4	10	5
39943	14	8	4	2	10	6
39944	12	5	5	3	7	2
39945	12	5	7	3	5	2
39947	13	7	5	3	8	4
39950	12	5	6	3	6	2
39951	13	4	5	1	8	3
39953	12	5	7	4	5	1
39957	25	8	15	4	10	4
39958	19	10	11	5	8	5
39959	11	5	2	2	9	3
39966	11	5	2	2	9	3
39967	18	7	9	5	9	2
39971	17	9	10	5	7	4
39972	18	9	10	6	8	3
39974	19	12	6	2	13	10
39977	15	6	10	5	5	1
39981	18	8	8	4	10	4
39983	16	7	6	3	10	4
39987	16	8	6	3	10	5
39992	17	7	9	5	8	2
39993	19	6	7	0	12	6
39994	14	6	10	6	4	0
39995	18	10	7	5	11	5
39997	19	8	7	3	12	5
40001	16	6	8	3	8	3
40002	19	8	11	4	8	4
40006	15	6	9	4	6	2
40014	17	11	7	5	10	6
40015	13	5	6	3	7	2
40017	16	6	8	2	8	4
40018	18	6	8	3	10	3
40019	15	7	7	6	8	1
40020	21	10	11	6	10	4
40022	19	9	7	2	12	7
40025	21	9	9	4	12	5
40026	17	9	6	4	11	5
40027	11	4	4	3	7	1
40028	15	8	5	3	10	5
40030	14	7	5	4	9	3
40031	11	6	5	2	6	4
40032	13	6	5	3	8	3
40034	9	4	3	2	6	2
40038	16	3	7	1	9	2
40040	11	2	4	1	7	1
40041	21	11	13	9	8	2
40043	14	10	2	2	12	8
40045	13	3	7	2	6	1
40046	17	6	9	3	8	3
40047	14	5	6	2	8	3
40049	14	5	10	4	4	1
40056	16	10	8	5	8	5
40057	21	12	11	6	10	6
40058	17	7	6	1	11	6
40059	13	4	7	3	6	1
40060	16	5	8	2	8	3
40061	15	5	8	3	7	2
40063	15	6	6	3	9	3
40066	10	2	3	0	7	2
40067	13	5	7	5	6	0
40068	18	8	6	2	12	6
40069	13	2	6	1	7	1
40071	17	6	10	4	7	2
40072	14	6	7	4	7	2
40075	18	9	7	4	11	5
40076	15	6	5	2	10	4
40077	12	4	3	1	9	3
40080	12	2	6	2	6	0
40082	15	4	8	2	7	2
40083	15	5	7	3	8	2
40085	18	6	11	3	7	3
40092	19	8	9	4	10	4
40097	18	7	11	5	7	2
40098	16	9	4	2	12	7
40103	17	8	10	5	7	3
40104	13	6	5	3	8	3
40105	15	8	7	4	8	4
40107	13	6	6	3	7	3
40108	23	9	13	4	10	5
40110	15	6	9	4	6	2
40111	19	8	11	4	8	4
40115	13	5	2	0	11	5
40117	10	4	5	4	5	0
40120	9	6	5	3	4	3
40121	19	11	9	7	10	4
40122	18	11	8	5	10	6
40126	17	7	8	3	9	4
40128	15	4	5	0	10	4
40132	17	5	11	5	6	0
40136	18	9	7	4	11	5
40138	15	5	7	3	8	2
40139	18	12	9	6	9	6
40140	18	10	9	6	9	4
40141	14	7	5	3	9	4
40142	20	5	10	2	10	3
40144	19	10	9	5	10	5
40146	12	5	2	0	10	5
40148	14	1	7	1	7	0
40149	16	5	9	4	7	1
40154	13	8	4	3	9	5
40156	14	3	5	1	9	2
40159	18	7	11	6	7	1
40160	14	10	5	4	9	6
40161	17	8	8	4	9	4
40162	17	3	10	0	7	3
40165	22	8	14	6	8	2
40167	17	7	6	1	11	6
40171	10	4	4	3	6	1
40172	14	9	7	7	7	2
40174	20	7	8	1	12	6
40176	17	6	8	4	9	2
40179	20	8	11	4	9	4
40180	17	10	8	5	9	5
40181	9	3	3	0	6	3
40183	12	6	5	3	7	3
40185	14	2	8	1	6	1
40187	11	1	5	1	6	0
40188	14	6	7	3	7	3
40189	13	4	5	2	8	2
40190	14	5	5	2	9	3
40191	17	5	9	3	8	2
40195	16	7	7	3	9	4
40197	18	6	11	5	7	1
40198	24	13	13	8	11	5
40199	19	9	5	1	14	8
40204	19	4	12	3	7	1
40206	18	4	10	2	8	2
40207	20	7	12	5	8	2
40208	17	10	6	4	11	6
40210	15	7	7	5	8	2
40211	19	8	7	2	12	6
40213	11	4	5	1	6	3
40215	13	5	6	4	7	1
40218	17	6	7	2	10	4
40219	19	10	13	7	6	3
40220	18	10	7	4	11	6
40221	19	10	10	6	9	4
40223	15	7	2	1	13	6
40224	13	5	6	4	7	1
40228	20	9	11	6	9	3
40233	21	13	10	6	11	7
40235	22	10	11	5	11	5
40241	19	8	7	1	12	7
40244	15	7	8	5	7	2
40250	11	2	2	0	9	2
40253	12	4	6	3	6	1
40256	13	4	4	1	9	3
40257	17	7	9	5	8	2
40263	19	7	10	4	9	3
40264	17	7	6	1	11	6
40265	11	3	6	2	5	1
40270	14	7	8	6	6	1
40271	16	9	5	3	11	6
40272	18	10	9	6	9	4
40274	15	6	6	1	9	5
40275	14	6	6	3	8	3
40277	15	5	7	3	8	2
40280	12	3	4	2	8	1
40282	18	8	9	5	9	3
40283	14	5	5	1	9	4
40285	14	4	6	2	8	2
40286	14	5	7	4	7	1
40288	16	8	7	5	9	3
40290	13	8	3	3	10	5
40291	17	7	5	1	12	6
40292	14	5	8	4	6	1
40294	16	6	7	3	9	3
40295	14	7	5	3	9	4
40296	14	7	8	5	6	2
40301	16	7	6	3	10	4
40302	13	6	5	3	8	3
40303	19	8	10	4	9	4
40305	13	7	6	4	7	3
40307	14	8	4	2	10	6
40308	15	5	9	3	6	2
40312	8	6	4	4	4	2
40314	14	7	5	3	9	4
40315	13	6	5	3	8	3
40316	18	10	9	7	9	3
40319	21	10	8	3	13	7
40320	16	7	6	3	10	4
40321	10	3	4	1	6	2
40322	7	2	2	1	5	1
40326	17	8	10	6	7	2
40328	13	6	4	1	9	5
40329	16	6	11	4	5	2
40331	12	6	7	5	5	1
40333	20	7	10	1	10	6
40334	11	3	4	1	7	2
40336	13	8	8	6	5	2
40337	14	9	3	3	11	6
40338	17	6	9	6	8	0
40339	22	12	11	4	11	8
40342	18	8	10	5	8	3
40343	21	11	9	5	12	6
40346	13	9	6	5	7	4
40347	21	10	10	4	11	6
40349	17	7	8	3	9	4
40350	11	5	4	4	7	1
40352	12	3	2	0	10	3
40355	15	6	6	3	9	3
40359	18	7	9	4	9	3
40360	19	10	12	7	7	3
40364	14	6	3	0	11	6
40367	13	1	6	1	7	0
40368	19	8	9	3	10	5
40369	15	7	9	4	6	3
40371	19	13	11	8	8	5
40372	19	12	8	5	11	7
40373	19	8	11	4	8	4
40375	12	7	5	4	7	3
40377	16	6	9	4	7	2
40381	17	10	5	4	12	6
40383	18	9	8	3	10	6
40385	14	6	7	4	7	2
40387	20	6	11	3	9	3
40388	13	5	5	1	8	4
40389	15	4	8	3	7	1
40390	14	5	8	3	6	2
40391	19	9	9	4	10	5
40393	15	6	9	4	6	2
40401	15	6	5	2	10	4
40405	12	5	8	4	4	1
40406	17	7	7	2	10	5
40408	11	4	6	2	5	2
40410	14	4	7	1	7	3
40411	12	3	6	3	6	0
40412	14	7	5	4	9	3
40413	15	8	7	5	8	3
40416	18	10	11	6	7	4
40417	14	7	4	1	10	6
40418	19	9	10	5	9	4
40420	18	7	8	3	10	4
40426	13	4	7	2	6	2
40428	15	7	8	5	7	2
40429	23	11	10	4	13	7
40431	12	3	4	0	8	3
40432	14	6	8	5	6	1
40434	20	11	12	7	8	4
40435	20	9	8	3	12	6
40438	17	5	10	2	7	3
40440	15	9	6	5	9	4
40442	19	9	9	4	10	5
40443	17	7	9	4	8	3
40446	17	7	8	4	9	3
40449	15	8	6	5	9	3
40451	16	9	7	4	9	5
40452	16	7	7	2	9	5
40457	13	7	5	3	8	4
40458	15	5	9	3	6	2
40459	10	6	2	2	8	4
40461	14	7	7	5	7	2
40464	24	8	14	5	10	3
40467	17	7	7	2	10	5
40469	22	10	13	5	9	5
40471	16	9	9	5	7	4
40478	20	13	9	7	11	6
40480	15	5	4	1	11	4
40483	16	5	10	5	6	0
40484	21	9	9	3	12	6
40488	13	6	6	3	7	3
40489	16	7	6	3	10	4
40494	15	5	7	4	8	1
40495	16	7	6	4	10	3
40496	22	10	8	3	14	7
40500	23	8	14	4	9	4
40501	14	7	8	5	6	2
40503	22	10	11	6	11	4
40504	22	9	12	2	10	7
40506	11	4	2	1	9	3
40507	14	5	6	3	8	2
40508	9	1	4	0	5	1
40509	15	7	9	5	6	2
40513	15	3	7	1	8	2
40514	16	11	11	9	5	2
40515	24	11	10	4	14	7
40521	19	6	6	2	13	4
40525	19	10	8	4	11	6
40526	16	9	6	5	10	4
40529	16	7	7	3	9	4
40530	15	3	7	1	8	2
40531	15	4	8	2	7	2
40533	13	4	5	2	8	2
40534	15	5	7	2	8	3
40535	12	6	6	4	6	2
40536	14	6	8	4	6	2
40538	10	6	5	3	5	3
40541	14	5	3	1	11	4
40542	14	5	6	3	8	2
40543	10	5	3	2	7	3
40545	16	5	10	4	6	1
40546	15	5	7	2	8	3
40548	16	6	7	4	9	2
40552	19	9	8	4	11	5
40555	19	12	8	6	11	6
40556	14	6	5	2	9	4
40559	11	4	6	1	5	3
40560	17	11	11	9	6	2
40562	21	13	10	5	11	8
40563	23	13	13	7	10	6
40564	20	10	9	4	11	6
40565	14	6	6	2	8	4
40566	15	5	7	3	8	2
40568	16	3	7	1	9	2
40571	15	8	9	5	6	3
40572	13	4	4	1	9	3
40574	14	5	8	3	6	2
40575	16	6	9	4	7	2
40578	14	7	5	2	9	5
40582	12	4	6	3	6	1
40583	13	7	4	3	9	4
40584	17	8	11	4	6	4
40586	16	7	6	3	10	4
40591	16	5	7	3	9	2
40592	10	6	2	2	8	4
40593	14	6	7	4	7	2
40594	15	7	7	4	8	3
40599	12	8	3	3	9	5
40603	13	6	6	3	7	3
40604	18	5	11	4	7	1
40605	16	9	6	4	10	5
40608	16	7	5	2	11	5
40610	14	2	7	2	7	0
40614	19	6	11	4	8	2
40615	14	7	5	3	9	4
40618	17	8	7	3	10	5
40620	15	7	9	5	6	2
40623	16	11	7	6	9	5
40625	16	7	5	1	11	6
40627	12	5	5	4	7	1
40628	17	7	6	2	11	5
40631	15	3	8	1	7	2
40632	16	4	11	3	5	1
40634	15	5	8	2	7	3
40635	17	5	9	3	8	2
40636	14	6	6	3	8	3
40637	11	3	6	2	5	1
40639	14	6	4	2	10	4
40640	13	3	6	1	7	2
40642	11	1	4	1	7	0
40643	18	6	11	5	7	1
40644	18	9	9	4	9	5
40645	18	5	8	2	10	3
40646	14	7	6	3	8	4
40648	14	4	7	2	7	2
40649	16	7	8	5	8	2
40651	15	8	6	3	9	5
40653	17	9	9	5	8	4
40656	13	8	5	3	8	5
40659	18	7	9	4	9	3
40662	12	5	6	2	6	3
40663	16	9	9	6	7	3
40664	14	8	6	4	8	4
40665	17	6	9	2	8	4
40666	15	4	5	1	10	3
40668	14	5	8	3	6	2
40670	13	4	5	2	8	2
40672	14	2	7	1	7	1
40673	13	6	5	4	8	2
40676	18	8	8	4	10	4
40678	20	8	9	4	11	4
40680	17	11	8	6	9	5
40681	19	6	8	2	11	4
40682	12	2	5	1	7	1
40683	17	7	9	4	8	3
40686	15	8	6	4	9	4
40687	14	3	4	1	10	2
40688	20	8	12	6	8	2
40691	21	8	12	4	9	4
40696	20	9	7	3	13	6
40697	20	10	12	6	8	4
40699	22	11	9	3	13	8
40700	15	7	9	6	6	1
40705	14	6	4	1	10	5
40707	17	10	9	7	8	3
40708	16	8	4	2	12	6
40711	13	4	6	2	7	2
40713	14	7	6	4	8	3
40715	18	5	9	2	9	3
40718	14	4	9	3	5	1
40721	15	9	8	5	7	4
40722	22	12	12	6	10	6
40723	18	10	10	7	8	3
40724	18	13	5	4	13	9
40725	16	10	8	7	8	3
40726	21	10	10	4	11	6
40727	19	10	9	5	10	5
40729	16	10	8	6	8	4
40730	16	7	5	0	11	7
40731	8	2	3	2	5	0
40735	13	4	6	3	7	1
40736	19	9	7	2	12	7
40738	14	2	8	2	6	0
40740	14	7	8	6	6	1
40741	21	11	10	5	11	6
40744	17	8	9	3	8	5
40745	15	7	8	4	7	3
40746	24	12	14	8	10	4
40747	19	10	7	3	12	7
40748	13	7	4	2	9	5
40749	16	7	7	4	9	3
40750	16	8	6	4	10	4
40752	17	10	9	7	8	3
40753	13	7	4	2	9	5
40755	14	4	4	1	10	3
40757	15	7	6	5	9	2
40759	17	7	7	3	10	4
40760	24	11	13	7	11	4
40762	20	9	8	2	12	7
40763	13	4	8	3	5	1
40764	16	9	8	4	8	5
40765	14	6	7	4	7	2
40766	21	13	12	9	9	4
40767	23	13	10	3	13	10
40769	22	10	12	6	10	4
40771	16	7	8	3	8	4
40775	20	6	10	2	10	4
40777	14	5	7	3	7	2
40778	20	8	12	3	8	5
40779	11	1	3	0	8	1
40782	13	4	7	4	6	0
40784	14	5	5	3	9	2
40788	19	8	9	5	10	3
40793	20	10	8	3	12	7
40794	13	5	6	2	7	3
40802	12	5	4	2	8	3
40803	14	8	8	6	6	2
40804	17	8	6	3	11	5
40807	16	9	9	7	7	2
40808	21	9	9	2	12	7
40810	19	6	12	6	7	0
40813	19	7	9	2	10	5
40819	17	10	7	5	10	5
40820	20	9	9	4	11	5
40821	21	8	10	4	11	4
40825	15	6	4	1	11	5
40828	13	3	7	2	6	1
40829	17	6	9	4	8	2
40831	16	8	8	5	8	3
40832	18	9	6	2	12	7
40834	15	6	7	4	8	2
40835	17	4	9	2	8	2
40836	15	6	6	3	9	3
40840	14	7	7	5	7	2
40841	19	11	8	5	11	6
40842	14	6	5	1	9	5
40844	15	6	7	3	8	3
40846	12	3	5	1	7	2
40847	20	8	13	7	7	1
40849	19	7	7	1	12	6
40851	13	3	5	2	8	1
40855	15	6	7	3	8	3
40858	17	8	11	7	6	1
40859	21	10	7	2	14	8
40860	18	8	10	6	8	2
40867	16	4	8	1	8	3
40868	15	8	6	3	9	5
40870	13	4	6	2	7	2
40872	17	8	10	6	7	2
40873	22	10	11	4	11	6
40877	14	6	5	3	9	3
40878	23	14	16	11	7	3
40881	24	15	9	5	15	10
40885	18	8	5	2	13	6
40887	17	11	9	7	8	4
40889	18	7	7	2	11	5
40890	15	8	9	5	6	3
40893	16	11	6	5	10	6
40894	18	7	11	3	7	4
40896	18	4	9	1	9	3
40897	11	5	5	3	6	2
40899	12	4	5	3	7	1
40902	15	5	6	1	9	4
40903	18	5	11	4	7	1
40904	15	6	5	3	10	3
40906	22	8	12	3	10	5
40909	9	2	3	2	6	0
40911	17	9	10	5	7	4
40912	18	12	9	7	9	5
40913	15	8	3	1	12	7
40916	10	3	4	1	6	2
40917	21	6	15	5	6	1
40919	10	4	5	1	5	3
40923	17	8	12	6	5	2
40927	18	9	6	2	12	7
40928	15	4	8	3	7	1
40930	19	8	9	3	10	5
40934	15	8	8	6	7	2
40935	19	7	8	2	11	5
40936	17	7	9	4	8	3
40937	14	6	9	4	5	2
40938	17	11	6	5	11	6
40942	17	7	7	2	10	5
40945	14	5	6	2	8	3
40949	9	4	5	3	4	1
40950	14	7	6	4	8	3
40951	19	9	12	6	7	3
40953	16	11	7	5	9	6
40957	22	11	11	6	11	5
40961	20	11	8	4	12	7
40965	14	8	8	4	6	4
40966	19	9	11	5	8	4
40972	16	9	8	6	8	3
40974	19	9	8	4	11	5
40975	18	6	6	0	12	6
40977	16	4	9	4	7	0
40978	19	9	9	5	10	4
