Sweep	n_mod	n_accept	n_mod_0_1	n_accept_0_1	n_mod_1_0	n_accept_1_0
40980	22	11	14	6	8	5
40986	19	10	10	6	9	4
40987	17	10	6	3	11	7
40988	15	5	9	2	6	3
40989	14	5	6	2	8	3
40992	17	4	10	2	7	2
40993	23	9	15	7	8	2
40995	17	7	5	1	12	6
40999	10	4	3	2	7	2
41002	11	6	5	3	6	3
41003	18	10	10	7	8	3
41004	18	8	11	5	7	3
41005	20	6	9	0	11	6
41007	15	4	10	4	5	0
41008	19	9	8	4	11	5
41014	16	9	7	4	9	5
41015	14	8	5	3	9	5
41020	19	7	11	6	8	1
41023	15	7	5	2	10	5
41024	14	8	8	4	6	4
41027	13	7	6	3	7	4
41030	15	7	9	5	6	2
41031	15	7	6	3	9	4
41033	15	5	4	1	11	4
41035	17	5	10	3	7	2
41036	15	4	8	3	7	1
41037	19	12	9	6	10	6
41040	17	6	7	3	10	3
41042	14	6	8	4	6	2
41045	16	9	5	4	11	5
41046	16	6	5	1	11	5
41047	15	4	8	3	7	1
41049	9	3	4	2	5	1
41050	15	5	8	3	7	2
41051	12	4	3	1	9	3
41052	15	4	7	2	8	2
41053	14	5	5	3	9	2
41054	15	6	5	2	10	4
41055	13	7	5	5	8	2
41057	18	6	8	2	10	4
41058	19	7	10	3	9	4
41059	13	5	7	3	6	2
41060	21	8	11	4	10	4
41061	16	4	7	1	9	3
41063	8	2	3	1	5	1
41065	12	6	6	4	6	2
41066	16	5	8	2	8	3
41068	16	4	8	2	8	2
41070	16	8	7	5	9	3
41072	14	7	5	3	9	4
41073	16	8	7	4	9	4
41079	18	5	9	2	9	3
41083	22	13	14	10	8	3
41084	20	11	6	4	14	7
41086	16	7	8	3	8	4
41090	14	7	6	3	8	4
41091	18	6	9	5	9	1
41092	17	9	5	3	12	6
41097	18	8	6	4	12	4
41100	17	8	8	3	9	5
41101	17	9	9	6	8	3
41103	16	7	6	4	10	3
41104	21	9	10	4	11	5
41105	21	5	12	2	9	3
41109	19	10	8	4	11	6
41110	20	10	12	6	8	4
41112	17	9	10	4	7	5
41114	19	7	9	4	10	3
41115	15	8	4	3	11	5
41116	18	9	9	6	9	3
41117	15	7	6	3	9	4
41118	24	11	16	7	8	4
41119	23	10	10	2	13	8
41122	20	9	11	5	9	4
41124	15	5	5	2	10	3
41126	15	6	6	3	9	3
41128	13	5	6	3	7	2
41129	17	7	9	4	8	3
41132	20	7	9	3	11	4
41135	12	4	4	1	8	3
41143	16	7	9	5	7	2
41144	13	7	5	3	8	4
41147	19	11	10	7	9	4
41148	14	7	4	2	10	5
41149	16	8	9	5	7	3
41152	16	7	6	3	10	4
41155	15	5	9	3	6	2
41156	16	6	4	1	12	5
41158	14	5	6	3	8	2
41159	14	4	7	3	7	1
41162	15	6	6	3	9	3
41163	19	9	8	4	11	5
41164	15	8	9	5	6	3
41166	10	4	3	1	7	3
41167	21	12	12	9	9	3
41168	19	13	6	3	13	10
41169	13	6	5	3	8	3
41170	14	5	5	3	9	2
41171	16	8	7	4	9	4
41174	15	4	6	2	9	2
41176	16	9	7	4	9	5
41181	17	5	8	2	9	3
41184	14	5	7	4	7	1
41191	20	9	9	5	11	4
41195	18	7	6	1	12	6
41196	14	7	9	6	5	1
41198	18	11	9	6	9	5
41199	13	6	4	2	9	4
41204	17	7	10	5	7	2
41205	19	9	7	4	12	5
41206	23	16	13	10	10	6
41207	19	9	5	1	14	8
41208	19	11	14	10	5	1
41209	21	12	6	3	15	9
41210	25	14	13	8	12	6
41212	16	7	8	4	8	3
41214	19	8	8	3	11	5
41215	22	11	11	5	11	6
41216	16	5	6	2	10	3
41217	15	3	6	1	9	2
41218	14	3	4	1	10	2
41219	19	8	11	6	8	2
41220	21	12	10	5	11	7
41221	15	7	4	2	11	5
41223	17	5	9	2	8	3
41224	11	2	5	1	6	1
41228	13	7	7	5	6	2
41229	18	7	8	2	10	5
41230	14	5	7	3	7	2
41231	18	6	12	4	6	2
41232	20	7	12	4	8	3
41233	18	11	8	5	10	6
41235	25	8	15	3	10	5
41237	17	9	10	7	7	2
41243	19	12	10	6	9	6
41244	22	13	12	6	10	7
41245	16	7	6	3	10	4
41246	16	8	9	5	7	3
41250	10	4	2	1	8	3
41251	21	11	11	5	10	6
41253	13	4	3	0	10	4
41255	14	4	8	4	6	0
41257	15	8	6	4	9	4
41258	14	8	8	5	6	3
41259	17	7	7	3	10	4
41260	22	8	13	5	9	3
41261	18	10	9	5	9	5
41263	15	9	4	2	11	7
41266	11	3	4	1	7	2
41268	14	8	9	5	5	3
41272	19	11	11	8	8	3
41274	20	10	9	5	11	5
41277	18	9	6	4	12	5
41278	19	12	8	5	11	7
41281	17	8	6	3	11	5
41282	18	8	9	6	9	2
41283	21	11	8	5	13	6
41284	20	12	10	6	10	6
41285	19	8	7	2	12	6
41286	19	7	12	4	7	3
41288	16	7	6	3	10	4
41289	15	5	7	3	8	2
41291	18	7	8	3	10	4
41292	14	3	5	0	9	3
41293	12	4	7	4	5	0
41294	18	10	9	6	9	4
41295	15	10	7	5	8	5
41299	14	6	3	1	11	5
41300	15	6	11	5	4	1
41301	17	8	9	3	8	5
41302	19	9	12	5	7	4
41304	15	4	8	1	7	3
41314	19	5	12	4	7	1
41316	18	10	7	5	11	5
41318	16	8	9	4	7	4
41319	18	8	8	4	10	4
41321	16	8	9	4	7	4
41322	20	7	12	3	8	4
41324	13	6	5	3	8	3
41326	19	10	9	4	10	6
41327	17	7	9	5	8	2
41328	17	8	6	3	11	5
41329	17	8	8	4	9	4
41330	17	8	8	5	9	3
41334	20	10	9	4	11	6
41337	19	6	11	4	8	2
41339	19	9	8	4	11	5
41340	14	7	5	2	9	5
41342	12	4	5	3	7	1
41343	13	4	8	3	5	1
41345	17	8	7	3	10	5
41346	17	5	8	1	9	4
41347	14	3	7	2	7	1
41351	13	4	7	2	6	2
41352	16	3	8	1	8	2
41355	11	3	4	2	7	1
41358	23	9	16	8	7	1
41359	15	5	6	0	9	5
41360	18	8	8	4	10	4
41362	15	7	7	4	8	3
41364	13	6	5	2	8	4
41369	15	10	9	8	6	2
41370	24	14	11	6	13	8
41373	17	9	9	4	8	5
41374	16	8	7	4	9	4
41375	17	10	8	5	9	5
41376	15	8	5	3	10	5
41378	21	13	13	9	8	4
41380	20	13	8	6	12	7
41383	19	9	7	3	12	6
41386	14	5	7	3	7	2
41390	16	6	6	1	10	5
41391	17	5	9	3	8	2
41392	15	5	6	3	9	2
41394	16	10	7	6	9	4
41395	21	9	12	4	9	5
41396	15	6	5	2	10	4
41397	17	4	8	2	9	2
41398	14	3	7	1	7	2
41399	14	4	7	2	7	2
41400	14	6	8	4	6	2
41402	21	10	14	6	7	4
41404	18	7	8	2	10	5
41406	14	5	8	3	6	2
41407	19	10	10	6	9	4
41408	19	11	8	5	11	6
41412	17	9	8	5	9	4
41413	20	10	8	5	12	5
41414	15	6	5	2	10	4
41415	16	9	12	6	4	3
41420	21	13	10	7	11	6
41423	19	10	7	4	12	6
41424	11	5	3	2	8	3
41425	16	4	7	3	9	1
41428	23	11	12	5	11	6
41431	17	10	8	5	9	5
41433	19	12	8	6	11	6
41435	17	9	9	4	8	5
41440	15	6	6	2	9	4
41441	10	2	2	0	8	2
41443	12	6	6	5	6	1
41444	20	8	12	6	8	2
41445	25	14	13	7	12	7
41446	20	12	10	5	10	7
41447	18	11	8	4	10	7
41451	18	8	9	4	9	4
41455	14	7	6	4	8	3
41458	14	8	4	4	10	4
41459	12	6	2	2	10	4
41460	8	3	3	1	5	2
41462	12	3	5	1	7	2
41463	11	0	6	0	5	0
41467	13	6	8	6	5	0
41468	19	10	7	3	12	7
41472	15	4	6	3	9	1
41473	18	9	9	4	9	5
41475	16	5	7	2	9	3
41478	19	5	12	3	7	2
41482	15	6	6	2	9	4
41485	12	5	5	3	7	2
41486	9	3	5	3	4	0
41488	11	4	5	2	6	2
41489	15	5	8	4	7	1
41493	21	9	8	2	13	7
41494	14	7	4	3	10	4
41496	14	6	7	4	7	2
41497	18	6	8	3	10	3
41499	16	5	6	2	10	3
41504	12	2	3	0	9	2
41505	17	8	9	7	8	1
41506	17	9	6	3	11	6
41507	11	4	2	0	9	4
41509	18	7	13	6	5	1
41513	23	13	12	7	11	6
41515	17	8	6	2	11	6
41518	14	6	7	3	7	3
41522	24	12	15	9	9	3
41523	20	11	9	3	11	8
41527	18	7	8	4	10	3
41529	14	6	5	3	9	3
41531	14	4	6	1	8	3
41532	16	9	8	7	8	2
41533	16	8	7	3	9	5
41534	17	7	9	4	8	3
41539	18	10	7	4	11	6
41540	13	7	4	2	9	5
41541	21	11	14	8	7	3
41542	18	8	7	3	11	5
41543	23	12	12	6	11	6
41544	18	8	10	4	8	4
41545	21	12	10	7	11	5
41546	18	7	9	4	9	3
41548	18	11	8	6	10	5
41550	23	10	12	5	11	5
41553	25	11	12	4	13	7
41556	16	9	9	5	7	4
41560	14	6	4	1	10	5
41562	15	7	8	6	7	1
41563	13	8	4	3	9	5
41564	15	9	6	3	9	6
41569	11	5	3	2	8	3
41570	18	9	11	7	7	2
41571	11	5	2	1	9	4
41572	18	9	10	6	8	3
41573	21	10	10	5	11	5
41575	14	7	4	1	10	6
41578	16	8	9	6	7	2
41585	18	6	6	1	12	5
41586	16	8	9	5	7	3
41588	18	7	11	5	7	2
41592	15	6	3	1	12	5
41594	16	8	11	6	5	2
41595	15	8	7	3	8	5
41598	15	8	7	4	8	4
41599	18	6	10	4	8	2
41600	20	8	8	3	12	5
41605	17	4	9	2	8	2
41606	18	6	9	3	9	3
41610	13	6	4	2	9	4
41611	16	8	9	5	7	3
41614	19	10	10	6	9	4
41620	22	12	9	5	13	7
41626	14	5	6	1	8	4
41630	16	8	11	7	5	1
41633	24	17	14	10	10	7
41635	22	8	9	3	13	5
41636	21	12	11	6	10	6
41637	22	13	11	8	11	5
41638	19	10	5	2	14	8
41641	17	11	7	5	10	6
41645	20	6	10	3	10	3
41646	15	5	5	1	10	4
41647	16	6	10	4	6	2
41651	13	7	5	4	8	3
41652	11	5	4	1	7	4
41654	16	8	11	6	5	2
41659	16	8	5	2	11	6
41660	16	4	10	3	6	1
41661	14	5	7	3	7	2
41662	21	7	11	3	10	4
41663	15	8	5	3	10	5
41667	13	6	6	4	7	2
41668	15	5	7	2	8	3
41669	16	6	8	3	8	3
41672	21	6	16	5	5	1
41673	17	6	5	0	12	6
41674	18	8	12	7	6	1
41676	13	11	6	5	7	6
41679	23	13	14	8	9	5
41680	15	9	4	2	11	7
41681	16	9	10	5	6	4
41682	16	7	6	3	10	4
41683	15	3	5	0	10	3
41685	14	8	10	8	4	0
41687	25	12	13	4	12	8
41691	17	8	8	5	9	3
41692	15	8	5	3	10	5
41693	17	10	8	5	9	5
41694	16	7	6	3	10	4
41696	16	6	8	3	8	3
41699	20	8	12	5	8	3
41702	14	7	4	2	10	5
41706	19	8	10	5	9	3
41707	18	7	9	3	9	4
41708	14	5	8	4	6	1
41710	18	8	8	2	10	6
41711	17	5	11	4	6	1
41713	23	11	11	5	12	6
41715	22	14	13	9	9	5
41716	14	7	6	2	8	5
41717	23	12	12	6	11	6
41718	13	5	6	4	7	1
41721	20	11	7	4	13	7
41722	22	13	13	8	9	5
41724	20	9	9	4	11	5
41727	19	9	8	3	11	6
41729	21	7	12	5	9	2
41730	19	11	7	3	12	8
41731	15	4	8	3	7	1
41733	16	7	7	4	9	3
41736	16	8	9	4	7	4
41737	20	9	8	3	12	6
41738	10	3	3	1	7	2
41740	15	5	9	5	6	0
41742	12	5	5	2	7	3
41744	18	11	8	6	10	5
41745	16	8	5	1	11	7
41746	14	5	7	4	7	1
41747	14	4	7	2	7	2
41748	15	4	6	1	9	3
41751	22	7	15	5	7	2
41754	15	5	5	1	10	4
41755	14	7	6	5	8	2
41760	15	7	5	2	10	5
41763	17	7	10	5	7	2
41764	21	9	10	4	11	5
41766	17	8	9	6	8	2
41767	21	12	9	5	12	7
41768	17	9	7	4	10	5
41769	19	8	11	6	8	2
41770	18	11	6	4	12	7
41772	16	7	4	2	12	5
41774	18	8	9	5	9	3
41775	17	7	9	5	8	2
41776	18	9	4	2	14	7
41778	19	5	13	5	6	0
41779	17	10	5	2	12	8
41780	18	8	12	6	6	2
41783	13	5	3	0	10	5
41787	12	3	5	2	7	1
41788	11	5	6	4	5	1
41790	18	10	8	5	10	5
41791	15	8	9	5	6	3
41792	15	6	4	2	11	4
41794	19	10	9	6	10	4
41795	12	7	2	2	10	5
41796	17	9	11	6	6	3
41797	23	10	11	3	12	7
41798	12	6	7	5	5	1
41799	20	9	9	4	11	5
41800	17	7	9	4	8	3
41802	21	11	10	5	11	6
41804	22	10	13	5	9	5
41805	18	9	9	5	9	4
41807	19	9	6	3	13	6
41809	17	4	7	1	10	3
41810	13	6	6	3	7	3
41811	12	2	6	1	6	1
41815	20	8	12	6	8	2
41816	20	10	10	5	10	5
41821	19	7	9	2	10	5
41823	13	5	4	2	9	3
41824	17	10	9	7	8	3
41825	18	8	6	2	12	6
41828	11	4	3	1	8	3
41830	12	5	7	5	5	0
41833	19	7	8	3	11	4
41838	18	9	10	7	8	2
41839	18	10	7	4	11	6
41842	16	3	6	0	10	3
41843	12	4	4	2	8	2
41844	22	5	14	4	8	1
41845	19	10	7	3	12	7
41848	13	6	6	3	7	3
41849	13	8	6	5	7	3
41850	10	5	4	3	6	2
41852	17	6	9	3	8	3
41854	21	12	9	5	12	7
41858	17	6	8	3	9	3
41862	19	8	13	6	6	2
41865	21	10	9	4	12	6
41868	16	5	8	1	8	4
41869	15	3	7	1	8	2
41871	13	2	7	0	6	2
41874	10	1	6	1	4	0
41876	12	3	6	2	6	1
41878	11	4	5	2	6	2
41879	13	3	6	2	7	1
41880	12	6	4	3	8	3
41881	18	5	9	2	9	3
41882	14	4	7	3	7	1
41883	17	7	9	3	8	4
41884	14	6	7	3	7	3
41887	17	7	11	5	6	2
41888	23	11	12	6	11	5
41889	12	4	3	0	9	4
41890	13	5	10	3	3	2
41891	16	7	7	4	9	3
41892	15	4	7	2	8	2
41894	14	5	6	2	8	3
41896	15	5	6	1	9	4
41897	14	2	9	1	5	1
41900	16	7	9	6	7	1
41901	15	7	4	1	11	6
41905	22	5	15	4	7	1
41906	17	9	8	6	9	3
41908	17	8	9	4	8	4
41909	19	8	7	2	12	6
41910	17	5	9	2	8	3
41912	21	8	13	6	8	2
41913	19	8	9	3	10	5
41914	12	3	3	0	9	3
41918	13	5	7	5	6	0
41920	12	7	2	1	10	6
41922	9	3	2	2	7	1
41923	12	6	6	4	6	2
41924	14	8	6	4	8	4
41925	18	8	9	5	9	3
41933	17	6	8	3	9	3
41937	13	8	9	6	4	2
41938	21	11	6	2	15	9
41942	19	9	11	7	8	2
41943	20	11	8	3	12	8
41945	14	5	8	4	6	1
41948	18	7	11	4	7	3
41952	16	7	6	3	10	4
41953	12	4	5	1	7	3
41955	17	12	8	7	9	5
41956	14	8	4	3	10	5
41957	13	9	7	6	6	3
41958	17	8	7	3	10	5
41960	19	10	8	5	11	5
41961	16	7	7	5	9	2
41962	21	9	7	3	14	6
41963	22	7	14	4	8	3
41964	16	6	8	4	8	2
41965	21	13	10	5	11	8
41966	15	7	7	3	8	4
41967	11	6	5	2	6	4
41968	16	7	8	4	8	3
41969	15	9	7	5	8	4
41971	14	9	5	5	9	4
41974	15	6	4	2	11	4
41977	16	3	8	1	8	2
41979	20	7	13	6	7	1
41981	19	9	9	4	10	5
41983	12	5	3	1	9	4
41985	13	5	4	2	9	3
41989	16	8	9	6	7	2
41990	13	5	4	1	9	4
41993	19	10	10	6	9	4
41995	15	7	5	3	10	4
41997	13	5	8	3	5	2
42003	17	7	7	2	10	5
42004	13	7	6	4	7	3
42006	16	4	7	1	9	3
42008	10	3	4	2	6	1
42010	12	5	5	3	7	2
42011	16	5	7	2	9	3
42014	16	5	9	3	7	2
42015	16	7	10	5	6	2
42016	19	9	9	4	10	5
42017	16	6	5	1	11	5
42018	14	8	7	7	7	1
42022	20	9	10	4	10	5
42024	15	6	6	2	9	4
42025	11	6	3	2	8	4
42026	11	6	5	4	6	2
42029	10	4	2	2	8	2
42030	14	8	4	3	10	5
42031	15	7	8	5	7	2
42033	17	9	10	6	7	3
42037	20	11	6	3	14	8
42038	14	6	7	4	7	2
42039	16	9	8	5	8	4
42041	15	7	6	3	9	4
42042	15	7	5	2	10	5
42043	14	6	8	4	6	2
42044	11	6	7	4	4	2
42046	22	8	11	3	11	5
42048	17	8	9	4	8	4
42049	12	5	5	2	7	3
42050	16	7	7	4	9	3
42053	13	6	5	2	8	4
42057	14	3	6	1	8	2
42058	15	6	9	5	6	1
42059	21	14	12	9	9	5
42062	26	13	15	6	11	7
42068	21	10	9	4	12	6
42074	13	5	5	2	8	3
42076	14	6	5	2	9	4
42077	11	3	4	2	7	1
42083	14	8	5	4	9	4
42086	16	8	8	4	8	4
42087	16	7	7	3	9	4
42090	15	3	7	0	8	3
42095	8	2	3	2	5	0
42101	16	6	12	5	4	1
42108	14	6	6	2	8	4
42109	21	11	14	7	7	4
42112	16	8	4	1	12	7
42115	13	3	7	2	6	1
42118	15	6	9	4	6	2
42119	16	6	8	3	8	3
42120	14	5	6	2	8	3
42121	11	3	3	1	8	2
42125	8	3	5	3	3	0
42128	19	12	13	8	6	4
42130	20	7	6	1	14	6
42131	20	10	11	6	9	4
42132	21	9	12	4	9	5
42133	16	8	5	3	11	5
42134	21	8	14	5	7	3
42135	17	6	8	2	9	4
42136	10	4	6	2	4	2
42137	20	9	13	6	7	3
42138	22	11	13	6	9	5
42139	18	9	10	6	8	3
42143	23	10	10	3	13	7
42144	17	10	11	5	6	5
42145	11	5	3	1	8	4
42147	17	6	10	4	7	2
42148	18	7	7	3	11	4
42151	17	6	8	3	9	3
42154	17	6	7	2	10	4
42156	12	4	5	3	7	1
42157	15	6	7	3	8	3
42159	12	5	5	2	7	3
42161	14	4	6	2	8	2
42162	13	5	4	2	9	3
42163	12	5	7	4	5	1
42166	13	6	4	2	9	4
42167	12	5	4	2	8	3
42168	17	6	10	4	7	2
42170	13	5	5	2	8	3
42172	12	6	6	3	6	3
42180	12	3	5	1	7	2
42181	14	5	8	3	6	2
42182	16	8	9	5	7	3
42183	22	10	12	5	10	5
42184	16	6	5	2	11	4
42185	16	5	7	3	9	2
42186	14	5	6	2	8	3
42187	14	8	5	4	9	4
42189	16	5	8	3	8	2
42190	18	9	10	7	8	2
42194	22	9	9	2	13	7
42197	16	6	6	2	10	4
42198	11	3	6	2	5	1
42199	11	2	3	0	8	2
42200	13	5	8	4	5	1
42203	17	9	8	5	9	4
42204	19	9	8	4	11	5
42206	15	7	7	4	8	3
42207	14	4	7	1	7	3
42208	13	5	7	3	6	2
42210	17	6	9	4	8	2
42215	18	9	9	4	9	5
42216	21	12	13	10	8	2
42217	22	12	4	2	18	10
42218	15	7	4	3	11	4
42220	18	8	9	4	9	4
42221	17	6	10	4	7	2
42225	15	9	5	4	10	5
42226	16	6	11	4	5	2
42230	21	10	9	4	12	6
42231	16	7	6	2	10	5
42232	12	2	4	1	8	1
42234	15	8	10	7	5	1
42235	23	13	13	5	10	8
42237	20	7	10	3	10	4
42238	12	6	5	5	7	1
42240	17	9	6	2	11	7
42243	17	9	9	6	8	3
42249	14	7	5	2	9	5
42251	17	7	8	4	9	3
42252	15	6	7	2	8	4
42254	16	5	9	4	7	1
42260	20	9	10	5	10	4
42261	15	7	6	2	9	5
42262	12	5	7	2	5	3
42265	18	8	11	7	7	1
42266	15	8	3	2	12	6
42268	16	5	7	2	9	3
42269	14	5	7	3	7	2
42272	10	4	3	2	7	2
42273	14	5	4	2	10	3
42274	20	8	13	6	7	2
42277	18	5	9	2	9	3
42278	18	10	9	5	9	5
42279	13	7	6	3	7	4
42280	20	7	13	4	7	3
42282	11	7	3	2	8	5
42286	17	10	9	7	8	3
42287	16	8	6	3	10	5
42288	16	9	7	5	9	4
42289	18	9	8	3	10	6
42290	17	7	10	5	7	2
42291	15	8	5	2	10	6
42292	16	5	9	3	7	2
42293	20	10	11	7	9	3
42294	18	6	7	0	11	6
42295	13	3	7	2	6	1
42297	17	7	11	5	6	2
42300	18	6	7	1	11	5
42301	18	3	11	2	7	1
42303	19	9	12	7	7	2
42305	16	10	5	3	11	7
42306	18	6	9	4	9	2
42307	16	7	8	3	8	4
42309	15	7	8	4	7	3
42311	18	5	8	2	10	3
42315	12	3	4	2	8	1
42316	17	6	9	4	8	2
42318	21	13	12	6	9	7
42319	13	5	4	1	9	4
42324	21	11	12	6	9	5
42325	13	4	5	3	8	1
42326	14	6	5	2	9	4
42327	16	7	8	4	8	3
42328	18	9	7	5	11	4
42330	16	8	6	3	10	5
42331	13	3	8	2	5	1
42333	21	6	10	1	11	5
42334	16	2	9	1	7	1
42337	12	4	7	3	5	1
42338	18	4	9	1	9	3
42339	10	4	4	3	6	1
42344	16	6	9	3	7	3
42347	13	8	8	6	5	2
42348	15	7	4	1	11	6
42350	14	4	7	3	7	1
42353	16	10	8	7	8	3
42354	16	10	6	3	10	7
42355	12	4	5	1	7	3
42356	9	4	4	2	5	2
42357	10	4	3	2	7	2
42359	11	6	4	3	7	3
42360	16	7	9	5	7	2
42361	22	9	12	4	10	5
42362	18	7	11	4	7	3
42363	13	5	5	1	8	4
42368	15	4	8	3	7	1
42370	13	7	5	3	8	4
42379	10	3	3	1	7	2
42381	16	8	9	6	7	2
42382	19	8	11	4	8	4
42383	16	8	5	3	11	5
42384	16	3	7	2	9	1
42385	19	4	8	1	11	3
42386	23	9	14	6	9	3
42387	12	5	6	3	6	2
42390	14	8	8	5	6	3
42394	18	5	8	2	10	3
42398	15	7	9	3	6	4
42399	14	5	4	1	10	4
42400	16	4	7	1	9	3
42406	19	9	12	7	7	2
42409	17	10	6	4	11	6
42410	16	11	8	6	8	5
42411	11	6	4	3	7	3
42415	14	7	5	3	9	4
42416	11	4	4	1	7	3
42421	16	4	8	2	8	2
42423	16	7	8	4	8	3
42424	13	5	7	3	6	2
42425	17	6	10	3	7	3
42426	18	7	9	3	9	4
42430	20	6	10	3	10	3
42431	16	8	9	5	7	3
42432	17	11	6	5	11	6
42433	19	11	9	6	10	5
42436	15	7	7	3	8	4
42437	19	9	10	5	9	4
42441	24	12	13	8	11	4
42444	18	10	6	3	12	7
42445	17	6	8	2	9	4
42447	16	7	6	3	10	4
42449	14	7	7	5	7	2
42451	15	9	6	4	9	5
42453	16	7	7	3	9	4
42455	10	3	2	0	8	3
42457	18	7	12	5	6	2
42458	14	5	7	3	7	2
42461	14	4	4	0	10	4
42462	13	3	6	2	7	1
42464	19	7	13	6	6	1
42465	14	9	5	4	9	5
42467	17	10	8	6	9	4
42468	16	9	6	4	10	5
42472	21	10	11	6	10	4
42473	17	9	6	4	11	5
42476	22	12	11	5	11	7
42479	20	8	11	4	9	4
42482	17	8	6	3	11	5
42486	18	7	10	3	8	4
42488	20	6	14	4	6	2
42489	16	10	6	5	10	5
42491	18	6	11	3	7	3
42492	12	4	2	1	10	3
42493	20	6	11	5	9	1
42495	16	6	6	3	10	3
42497	21	8	11	4	10	4
42499	16	11	7	6	9	5
42500	13	7	3	1	10	6
42501	12	2	6	1	6	1
42506	17	8	9	5	8	3
42508	13	4	4	1	9	3
42511	21	9	12	6	9	3
42513	16	10	4	3	12	7
42516	13	4	6	2	7	2
42517	18	5	12	4	6	1
42519	19	6	9	2	10	4
42521	9	5	7	4	2	1
42522	19	8	9	3	10	5
42525	19	7	11	5	8	2
42526	16	8	8	3	8	5
42529	18	8	9	3	9	5
42530	11	3	4	1	7	2
42532	17	7	11	4	6	3
42533	17	6	9	3	8	3
42534	13	3	8	2	5	1
42535	14	5	6	2	8	3
42538	16	7	8	4	8	3
42539	21	9	12	5	9	4
42540	15	8	8	4	7	4
42545	17	8	7	3	10	5
42546	10	4	4	2	6	2
42547	18	7	9	5	9	2
42548	15	9	6	4	9	5
42550	14	7	7	4	7	3
42553	19	13	12	9	7	4
42557	19	10	6	1	13	9
42558	14	2	7	1	7	1
42561	17	7	9	5	8	2
42562	14	4	4	0	10	4
42563	12	3	5	2	7	1
42567	16	6	7	4	9	2
42569	16	4	6	1	10	3
42570	13	4	7	2	6	2
42571	14	7	6	5	8	2
42573	11	2	2	0	9	2
42575	16	4	7	1	9	3
42577	17	5	9	4	8	1
42578	12	6	4	3	8	3
42581	13	4	5	2	8	2
42583	12	6	3	2	9	4
42584	13	6	6	4	7	2
42585	18	10	8	4	10	6
42586	14	1	8	0	6	1
42587	10	4	6	3	4	1
42589	13	8	3	3	10	5
42590	13	5	7	4	6	1
42591	17	11	10	7	7	4
42594	22	11	10	4	12	7
42597	24	9	14	4	10	5
42599	17	7	9	4	8	3
42600	12	5	5	2	7	3
42602	18	8	10	5	8	3
42603	16	6	7	2	9	4
42606	16	5	7	1	9	4
42608	8	2	3	2	5	0
42610	12	5	7	3	5	2
42614	17	9	9	5	8	4
42615	16	11	8	7	8	4
42621	19	10	5	2	14	8
42623	16	7	9	4	7	3
42624	14	2	6	1	8	1
42627	15	9	9	7	6	2
42628	18	8	10	4	8	4
42630	16	8	5	2	11	6
42632	13	4	4	2	9	2
42635	23	9	14	5	9	4
42636	13	7	4	3	9	4
42638	15	5	7	1	8	4
42639	13	3	7	2	6	1
42641	16	4	8	2	8	2
42646	15	6	11	6	4	0
42647	15	8	4	2	11	6
42649	12	6	5	3	7	3
42651	19	9	10	5	9	4
42652	16	6	8	3	8	3
42653	15	6	5	1	10	5
42654	8	2	2	1	6	1
42655	12	5	6	4	6	1
42656	13	5	6	3	7	2
42657	16	9	7	5	9	4
42658	17	8	11	6	6	2
42660	18	12	5	3	13	9
42661	15	10	7	6	8	4
42664	14	7	7	3	7	4
42665	13	7	5	3	8	4
42668	20	13	11	8	9	5
42673	13	8	4	3	9	5
42678	20	10	10	6	10	4
42679	19	10	11	6	8	4
42685	23	13	10	6	13	7
42688	24	15	12	8	12	7
42689	12	7	1	0	11	7
42691	10	2	4	1	6	1
42692	13	2	6	0	7	2
42694	10	4	6	4	4	0
42695	16	5	9	3	7	2
42697	14	9	7	5	7	4
42707	16	7	8	2	8	5
42709	13	6	5	3	8	3
42711	15	5	8	3	7	2
42712	13	5	5	2	8	3
42715	15	9	7	6	8	3
42718	15	7	7	4	8	3
42720	18	8	8	4	10	4
42721	27	14	15	8	12	6
42728	23	15	11	6	12	9
42731	19	5	7	1	12	4
42733	20	9	12	6	8	3
42736	20	7	12	4	8	3
42738	19	8	8	2	11	6
42743	15	9	10	7	5	2
42744	13	7	4	2	9	5
42746	18	5	8	1	10	4
42747	8	2	2	1	6	1
42748	13	4	7	3	6	1
42750	19	4	10	1	9	3
42753	13	2	6	1	7	1
42754	14	4	8	4	6	0
42755	20	4	10	1	10	3
42757	21	8	12	5	9	3
42759	18	9	9	4	9	5
42760	11	4	3	1	8	3
42761	20	8	13	5	7	3
42763	20	8	10	4	10	4
42764	14	8	5	4	9	4
42767	16	7	7	4	9	3
42769	14	6	6	2	8	4
42772	13	5	5	3	8	2
42773	24	16	13	10	11	6
42774	20	12	11	5	9	7
42777	22	12	10	6	12	6
42779	20	7	9	3	11	4
42785	16	8	8	5	8	3
42786	13	4	4	0	9	4
42787	17	7	8	4	9	3
42789	12	6	5	3	7	3
42791	20	8	9	3	11	5
42793	14	5	5	2	9	3
42794	9	2	3	1	6	1
42802	16	6	8	4	8	2
42804	13	4	7	2	6	2
42806	14	4	6	0	8	4
42809	16	5	11	5	5	0
42812	15	8	6	4	9	4
42813	19	6	11	2	8	4
42814	10	6	3	3	7	3
42817	13	2	8	1	5	1
42819	22	12	14	9	8	3
42820	18	6	6	0	12	6
42823	13	4	5	2	8	2
42824	13	6	6	4	7	2
42825	22	11	12	6	10	5
