Sweep	Move_type	nBreakpoints	Chain_l	Chain_r
44246	3	1	1	2
44247	1	1	1	2
44250	2	2	2	1
44252	1	1	1	2
44253	3	1	2	1
44254	3	1	1	2
44262	1	1	1	2
44267	1	1	2	1
44272	1	1	1	2
44273	1	1	1	2
44275	3	2	1	2
44280	2	2	1	2
44281	2	2	1	2
44282	3	1	2	1
44284	3	1	1	2
44287	3	4	1	2
44290	2	2	1	2
44291	1	1	2	1
44292	2	2	1	2
44294	3	5	1	3
44295	3	1	1	2
44302	3	1	1	2
44303	1	1	2	1
44307	3	1	1	2
44315	2	2	2	1
44316	1	1	2	1
44318	2	2	1	2
44319	3	1	1	2
44322	3	1	1	2
44323	3	1	3	1
44324	1	1	3	1
44328	2	2	1	3
44329	3	1	1	3
44333	2	2	2	1
44334	3	2	1	2
44335	3	1	2	1
44336	1	1	1	2
44344	3	5	1	2
44350	2	2	1	2
44351	2	2	1	2
44356	1	1	1	2
44357	1	1	1	2
44358	1	1	1	2
44364	2	2	2	1
44365	3	1	1	2
44367	3	4	1	3
44368	3	4	1	2
44369	3	2	1	2
44371	1	1	2	1
44374	2	2	1	3
44375	2	2	1	2
44381	3	1	1	2
44382	3	2	1	3
44383	1	1	1	2
44384	1	1	1	3
44387	1	1	1	2
44390	3	1	1	2
44391	2	2	1	2
44392	3	1	1	2
44395	2	2	2	1
44396	3	4	2	1
44397	2	2	2	1
44402	1	1	2	1
44404	2	2	2	1
44411	3	2	1	2
44412	1	1	1	2
44418	1	1	3	1
44427	2	2	1	2
44428	1	1	1	2
44431	3	2	1	2
44440	2	2	1	2
44445	2	2	1	2
44448	2	2	1	2
44450	1	1	1	2
44452	1	1	2	1
44453	3	4	1	2
44460	1	1	1	2
44463	1	1	1	2
44464	1	1	1	2
44467	2	2	2	1
44471	1	1	2	1
44472	3	2	1	2
44478	2	2	1	2
44481	3	4	2	1
44484	2	2	1	2
44491	2	2	1	2
44495	3	1	1	2
44502	3	2	1	2
44505	2	2	1	2
44508	2	2	1	2
44514	2	2	2	1
44516	2	2	2	1
44518	2	2	2	1
44525	3	1	1	2
44526	3	2	1	2
44533	3	1	1	2
44535	2	2	2	1
44541	1	1	1	2
44549	3	1	1	2
44556	1	1	3	1
44558	1	1	1	3
44563	2	2	1	2
44565	3	2	1	2
44571	1	1	1	2
44574	2	2	1	2
44577	3	2	1	2
44579	2	2	2	1
44581	1	1	1	2
44586	3	2	1	2
44588	3	1	1	2
44590	2	2	1	2
44591	2	2	2	1
44597	2	2	2	1
44598	3	2	2	1
44604	3	4	1	2
44607	1	1	1	3
44609	1	1	2	1
44610	3	1	1	2
44615	3	1	1	2
44616	3	5	1	2
44618	2	2	2	1
44620	3	4	1	2
44625	3	4	1	2
44627	2	2	1	2
44631	1	1	2	1
44632	1	1	1	2
44633	2	2	1	2
44634	2	2	1	2
44638	3	4	1	2
44640	2	2	1	2
44645	3	1	1	2
44653	3	2	1	2
44656	1	1	1	3
44662	1	1	2	1
44668	3	1	1	2
44670	2	2	2	1
44674	3	1	1	2
44676	2	2	1	2
44677	3	1	1	2
44680	1	1	1	2
44682	2	2	1	2
44684	1	1	2	1
44685	3	1	1	2
44688	3	1	1	2
44692	1	1	1	2
44695	1	1	1	2
44696	2	2	1	2
44700	2	2	1	3
44702	3	1	1	2
44703	1	1	1	2
44705	2	2	1	2
44707	1	1	1	2
44709	3	1	1	3
44710	2	2	1	2
44712	2	2	1	2
44713	3	2	2	1
44714	1	1	1	2
44715	3	2	1	2
44721	2	2	2	1
44722	3	1	1	2
44724	2	2	2	1
44732	1	1	1	2
44735	2	2	3	1
44736	1	1	1	3
44737	2	2	1	2
44738	2	2	3	1
44740	1	1	2	1
44741	3	1	2	1
44742	1	1	1	2
44743	1	1	3	1
44744	2	2	1	2
44746	1	1	1	2
44748	3	5	1	2
44749	3	1	1	2
44753	2	2	1	2
44754	1	1	1	3
44756	3	4	1	2
44757	2	2	2	1
44760	2	2	1	2
44766	3	2	1	2
44768	1	1	1	2
44770	3	2	1	3
44771	1	1	2	1
44774	1	1	1	3
44782	2	2	1	2
44783	1	1	2	1
44788	3	4	1	2
44789	2	2	1	2
44799	3	4	1	2
44800	2	2	2	1
44801	2	2	1	2
44804	2	2	2	1
44805	3	1	2	1
44808	3	1	1	2
44810	1	1	1	2
44816	2	2	1	2
44818	2	2	2	1
44823	2	2	1	2
44825	3	1	1	2
44828	2	2	1	2
44831	3	1	1	2
44832	3	1	1	2
44834	1	1	1	3
44836	2	2	1	2
44839	2	2	2	1
44841	2	2	1	2
44844	3	4	1	2
44848	1	1	2	1
44849	3	1	1	2
44851	1	1	1	2
44859	3	1	1	2
44861	3	1	1	3
44862	1	1	1	2
44863	1	1	1	2
44867	2	2	1	2
44873	3	1	1	2
44874	2	2	1	3
44875	3	1	1	2
44878	3	4	2	1
44880	2	2	1	2
44881	1	1	1	2
44884	2	2	1	2
44886	1	1	1	3
44892	1	1	1	2
44894	3	2	1	2
44899	3	1	1	2
44900	1	1	1	2
44902	2	2	2	1
44910	3	1	1	2
44914	2	2	1	2
44927	3	1	1	2
44930	2	2	1	2
44931	3	1	1	2
44933	3	1	1	2
44936	1	1	1	2
44939	2	2	2	1
44940	3	2	2	1
44942	1	1	1	2
44944	1	1	2	1
44950	2	2	1	2
44960	1	1	2	1
44961	3	5	1	2
44962	2	2	2	1
44964	3	4	1	2
44970	2	2	1	2
44971	1	1	1	2
44973	1	1	2	1
44974	1	1	2	1
44975	1	1	2	1
44978	3	2	1	2
44987	2	2	1	2
44990	1	1	1	2
44992	1	1	1	2
44994	1	1	2	1
44995	1	1	1	2
44997	1	1	1	2
45003	2	2	1	2
45004	2	2	2	1
45005	1	1	2	1
45008	3	1	1	2
45009	2	2	2	1
45017	3	5	2	1
45020	2	2	2	1
45021	3	2	1	3
45023	2	2	1	2
45033	3	4	1	2
45037	3	2	1	2
45039	3	1	1	2
45043	2	2	1	2
45045	3	2	2	1
45046	2	2	2	1
45052	2	2	1	2
45053	3	2	1	2
45055	1	1	1	2
45057	1	1	1	2
45063	3	1	1	2
45065	1	1	1	3
45073	2	2	1	2
45078	2	2	1	2
45085	3	1	1	2
45087	2	2	2	1
45090	3	2	1	2
45092	1	1	2	1
45094	3	1	1	2
45098	1	1	2	1
45099	2	2	2	1
45102	3	2	3	1
45111	1	1	1	2
45117	3	1	1	2
45121	3	1	1	2
45123	2	2	1	2
45127	1	1	1	2
45132	2	2	2	1
45134	3	2	1	2
45139	1	1	1	2
45140	2	2	2	1
45141	1	1	1	3
45152	1	1	1	2
45156	3	2	1	3
45157	3	1	1	3
45167	2	2	2	1
45168	2	2	2	1
45169	3	1	1	2
45172	3	1	2	1
45175	1	1	3	1
45178	2	2	1	2
45179	3	2	1	3
45181	3	2	1	2
45182	3	5	2	1
45185	3	1	2	1
45191	3	4	1	2
45197	2	2	1	2
45201	3	2	1	3
45206	1	1	1	2
45207	3	2	1	2
45209	2	2	1	2
45211	2	2	1	2
45214	2	2	1	2
45217	3	2	2	1
45228	2	2	1	2
45240	1	1	1	2
45250	3	4	1	2
45251	3	2	1	2
45252	2	2	1	2
45257	3	2	1	3
45258	2	2	1	2
45262	1	1	1	2
45268	2	2	1	2
45272	3	2	3	1
45277	3	1	1	3
45279	1	1	2	1
45280	2	2	2	1
45281	1	1	2	1
45282	2	2	2	1
45287	1	1	1	2
45288	2	2	1	2
45289	1	1	1	2
45291	2	2	1	2
45293	2	2	2	1
45300	3	1	2	1
45301	1	1	1	2
45303	3	1	1	2
45315	2	2	1	2
45316	1	1	1	2
45317	1	1	1	2
45318	2	2	1	3
45321	1	1	1	2
45322	3	4	2	1
45326	3	5	2	1
45327	2	2	1	2
45328	1	1	1	2
45333	2	2	1	3
45335	1	1	1	2
45337	1	1	1	2
45341	2	2	2	1
45347	1	1	1	2
45348	3	2	1	2
45349	3	1	2	1
45351	3	1	1	2
45357	3	1	1	2
45359	1	1	1	3
45363	2	2	2	1
45365	2	2	2	1
45366	2	2	1	2
45367	1	1	1	2
45368	2	2	2	1
45374	1	1	1	2
45377	3	5	2	1
45378	2	2	2	1
45380	3	1	1	2
45383	3	1	2	1
45390	1	1	2	1
45392	3	1	3	1
45396	2	2	2	1
45405	1	1	1	2
45406	1	1	2	1
45407	1	1	2	1
45408	3	2	1	2
45409	3	1	1	2
45410	1	1	2	1
45411	2	2	1	2
45412	3	2	2	1
45420	1	1	1	2
45424	3	4	1	2
45425	1	1	1	2
45427	3	1	2	1
45428	3	1	1	2
45429	2	2	1	2
45430	3	2	2	1
45433	2	2	1	2
45434	2	2	1	2
45439	3	2	1	2
45443	3	1	1	3
45453	3	1	1	2
45458	3	2	1	2
45468	1	1	1	2
45472	3	1	1	2
45477	1	1	1	3
45479	2	2	1	2
45487	1	1	1	2
45489	2	2	1	2
45491	1	1	1	2
45497	3	4	2	1
45498	3	2	1	2
45500	2	2	2	1
45503	1	1	1	2
45508	1	1	1	2
45512	2	2	1	2
45515	3	2	1	2
45521	3	1	1	2
45524	3	2	1	2
45525	1	1	1	2
45538	1	1	2	1
45539	1	1	1	2
45540	3	2	1	2
45541	1	1	2	1
45542	1	1	2	1
45544	3	2	1	2
45546	1	1	2	1
45548	3	4	1	2
45549	3	1	1	2
45550	2	2	2	1
45553	2	2	1	2
45555	2	2	1	2
45556	3	2	1	2
45557	3	1	1	2
45558	2	2	1	2
45563	3	1	1	2
45568	2	2	1	2
45572	2	2	1	2
45576	3	2	1	2
45579	1	1	2	1
45580	1	1	2	1
45583	1	1	1	2
45586	3	2	2	1
45588	1	1	1	2
45589	3	2	1	2
45592	2	2	2	1
45595	3	2	2	1
45599	2	2	1	2
45600	3	2	1	3
45602	3	2	1	2
45607	3	4	1	2
45610	2	2	1	2
45612	2	2	1	2
45624	3	1	1	2
45632	2	2	1	2
45633	2	2	2	1
45638	1	1	1	3
45639	3	4	3	2
45640	1	1	2	3
45641	1	1	2	3
45642	1	1	3	2
45645	3	1	1	3
45646	3	2	1	2
45648	3	2	1	2
45652	3	1	2	1
45653	1	1	1	2
45666	3	2	2	1
45669	3	5	2	1
45673	3	2	2	1
45674	2	2	2	1
45677	3	1	1	2
45682	3	2	1	2
45686	1	1	1	2
45690	2	2	2	1
45693	3	2	1	3
45700	1	1	1	2
45703	1	1	1	3
45707	3	2	1	2
45710	2	2	1	2
45714	3	4	1	3
45717	2	2	1	2
45718	2	2	2	1
45719	1	1	1	2
45720	2	2	2	1
45728	3	1	2	1
45731	1	1	1	3
45737	1	1	1	3
45739	3	2	1	2
45740	3	2	1	2
45754	3	5	1	2
45755	1	1	2	1
45757	1	1	2	1
45762	1	1	1	2
45764	2	2	1	2
45767	3	2	1	2
45780	3	1	1	2
45782	1	1	1	2
45783	1	1	1	2
45786	3	1	2	1
45788	1	1	1	2
45790	2	2	1	2
45793	2	2	1	2
45798	2	2	1	2
45803	3	1	1	2
45804	3	1	1	2
45805	3	2	1	2
45812	1	1	1	2
45813	2	2	1	2
45815	3	2	1	2
45817	3	2	1	2
45824	3	5	2	1
45825	1	1	2	1
45826	3	4	1	2
45827	2	2	1	2
45828	3	2	2	1
45836	2	2	1	2
45837	1	1	1	2
45842	1	1	1	2
45845	2	2	1	2
45846	1	1	1	2
45850	3	1	2	1
45853	3	1	1	2
45854	2	2	1	2
45856	2	2	1	2
45857	3	1	2	1
45858	2	2	1	2
45862	2	2	1	3
45865	3	5	2	1
45868	2	2	1	2
45870	3	1	1	2
45874	1	1	1	2
45876	2	2	1	2
45878	3	2	1	2
45884	3	1	1	2
45885	3	1	2	1
45893	3	1	1	2
45895	2	2	1	2
45899	3	4	1	2
45907	3	4	2	1
45909	1	1	2	1
45910	1	1	1	2
45913	1	1	1	2
45914	1	1	2	1
45922	3	2	1	2
45926	2	2	1	2
45927	3	4	1	2
45932	3	5	2	1
45933	1	1	2	1
45937	3	2	1	2
45938	1	1	1	3
45939	1	1	1	3
45941	2	2	1	3
45942	3	1	1	3
45945	3	5	1	2
45952	1	1	2	1
45953	1	1	2	1
45956	2	2	1	2
45960	3	5	1	2
45962	3	2	2	1
45967	2	2	1	2
45968	3	1	1	3
45970	3	1	1	2
45971	1	1	1	2
45972	1	1	1	2
45973	1	1	1	2
45974	1	1	1	2
45978	3	1	1	2
45979	2	2	2	1
45982	2	2	1	2
45986	3	4	2	1
45989	2	2	1	2
45994	3	1	2	1
45996	2	2	1	2
45999	3	1	1	2
46001	3	2	1	2
46004	3	1	1	2
46007	3	1	1	2
46015	3	5	1	2
46017	3	2	2	1
46018	3	5	1	2
46022	3	4	1	2
46028	3	5	1	2
46031	1	1	1	2
46032	2	2	2	1
46039	2	2	1	2
46045	2	2	1	2
46046	1	1	2	1
46048	2	2	2	1
46050	1	1	1	2
46051	3	4	1	3
46054	3	5	1	3
46056	3	1	1	2
46058	3	4	1	2
46059	2	2	1	3
46060	2	2	1	2
46063	1	1	1	2
46065	3	1	1	2
46067	1	1	1	3
46071	3	1	1	3
46075	1	1	2	1
46076	1	1	2	1
46080	3	4	1	2
46084	2	2	1	2
46090	3	1	1	2
46091	3	2	1	2
46093	2	2	1	2
46100	3	1	1	2
46110	1	1	1	2
46111	2	2	1	2
46115	2	2	1	2
46118	3	1	1	3
46119	1	1	1	2
46128	2	2	2	1
46131	1	1	1	2
46132	2	2	1	2
46134	3	5	1	2
46135	3	1	1	3
46137	3	2	1	3
46139	1	1	1	2
46141	3	5	2	1
46142	3	4	1	2
46143	3	1	1	2
46146	1	1	1	2
46147	3	2	1	2
46148	2	2	1	2
46155	3	2	1	2
46159	2	2	1	2
46160	1	1	1	2
46184	1	1	1	3
46185	1	1	1	2
46186	2	2	1	3
46188	2	2	1	2
46189	3	2	1	2
46191	2	2	2	1
46194	1	1	1	2
46195	3	1	1	2
46198	2	2	1	2
46201	2	2	1	2
46209	3	1	1	2
46210	2	2	2	1
46211	3	4	1	2
46213	1	1	1	2
46216	1	1	1	3
46217	1	1	1	3
46220	1	1	1	2
46228	1	1	1	2
46230	3	5	1	2
46235	2	2	2	1
46237	1	1	3	1
46238	2	2	1	2
46241	3	1	1	2
46246	1	1	1	2
46254	2	2	1	2
46264	3	1	1	2
46267	3	2	1	3
46268	2	2	1	3
46272	3	2	1	2
46273	1	1	1	2
46274	3	5	1	2
46279	2	2	1	2
46282	1	1	1	3
46288	1	1	1	3
46289	3	4	1	2
46292	3	1	1	2
46293	2	2	1	2
46297	3	1	1	2
46301	3	5	1	2
46308	2	2	1	2
46317	3	1	1	2
46318	3	1	1	2
46319	2	2	1	2
46326	1	1	1	2
46328	2	2	2	1
46329	3	5	1	2
46338	2	2	1	2
46341	3	2	1	2
46349	1	1	1	2
46351	3	1	1	3
46353	2	2	2	1
46354	1	1	1	2
46355	2	2	1	2
46360	3	1	2	1
46363	2	2	1	2
46367	3	2	1	2
46372	1	1	1	2
46373	3	2	1	2
46375	1	1	1	3
46376	1	1	1	2
46379	3	2	1	2
46391	2	2	2	1
46392	3	5	1	3
46394	3	2	3	1
46397	3	4	1	2
46400	1	1	1	2
46406	1	1	1	2
46408	1	1	1	2
46410	3	1	1	2
46412	2	2	3	1
46419	2	2	1	2
46425	2	2	1	2
46426	3	1	2	1
46427	3	2	1	2
46434	1	1	1	3
46435	2	2	1	3
46449	3	1	1	2
46455	3	4	2	1
46457	2	2	2	1
46466	1	1	1	2
46468	3	2	1	2
46470	1	1	1	2
46472	2	2	1	2
46473	3	2	1	2
46478	2	2	1	2
46480	2	2	2	1
46482	3	2	1	2
46483	1	1	1	2
46488	1	1	2	1
46498	3	5	1	2
46504	3	2	2	1
46507	1	1	2	1
46508	2	2	2	1
46510	3	1	2	1
46518	3	1	1	2
46526	3	2	1	2
46528	3	2	1	3
46535	3	2	2	1
46540	1	1	1	2
46543	2	2	1	2
46544	1	1	1	2
46545	1	1	1	2
46550	3	2	1	3
46553	2	2	1	3
46563	2	2	1	3
46573	2	2	1	2
46574	2	2	1	2
46576	1	1	1	2
46577	1	1	2	1
46583	1	1	1	2
46585	1	1	1	2
46587	2	2	1	2
46593	3	2	2	1
46597	1	1	2	1
46600	2	2	2	1
46601	2	2	1	2
46605	3	1	2	1
46611	3	2	2	1
46612	3	1	1	2
46613	3	1	1	2
46616	3	1	1	2
46617	1	1	2	1
46618	3	1	2	1
46619	2	2	2	1
46623	1	1	1	2
46633	3	1	1	2
46635	3	4	1	2
46646	3	2	1	2
46651	3	2	1	2
46653	1	1	2	1
46656	3	2	1	2
46657	1	1	1	2
46658	2	2	2	1
46659	3	1	2	1
46663	3	2	2	1
46664	1	1	1	3
46669	2	2	2	1
46673	1	1	1	2
46676	2	2	2	1
46685	1	1	1	2
46691	3	4	1	2
46694	1	1	2	1
46695	2	2	2	1
46698	3	2	1	2
46703	3	1	1	2
46704	3	1	1	3
46706	1	1	2	1
46709	1	1	1	2
46712	2	2	1	2
46716	3	4	1	2
46718	1	1	1	2
46720	1	1	2	1
46724	3	1	1	2
46727	2	2	1	2
46729	2	2	1	2
46733	3	1	1	2
46735	3	4	2	1
46736	1	1	2	1
46737	2	2	2	1
46739	2	2	3	1
46741	1	1	2	1
46743	1	1	1	3
46744	2	2	1	2
46745	3	4	1	2
46751	2	2	2	1
46753	2	2	2	1
46757	2	2	1	2
46765	1	1	1	2
46767	2	2	3	1
46768	3	4	2	1
46772	2	2	2	1
46777	3	1	1	3
46779	2	2	1	2
46780	3	1	1	2
46784	3	2	1	2
46787	1	1	1	2
46789	3	5	1	2
46790	2	2	1	2
46791	3	4	1	3
46792	2	2	1	3
46793	2	2	1	3
46794	1	1	1	2
46798	1	1	1	2
46799	3	4	1	2
46800	2	2	1	2
46802	3	5	2	1
46803	1	1	1	2
46807	2	2	1	3
46808	3	1	1	2
46810	2	2	1	2
46815	1	1	1	2
46821	2	2	1	2
46822	2	2	1	2
46823	3	4	1	2
46824	3	1	1	2
46826	3	2	1	2
46833	3	4	1	2
46834	1	1	1	2
46835	3	5	1	2
46841	3	5	1	3
46843	1	1	2	1
46851	2	2	1	2
46852	2	2	1	2
46856	1	1	2	1
46860	1	1	1	2
46866	3	2	2	1
46874	2	2	1	2
46877	1	1	1	2
46879	1	1	1	2
46880	1	1	1	2
46881	2	2	2	1
46882	3	2	1	2
46885	1	1	1	2
46886	2	2	2	1
46892	2	2	2	1
46893	3	1	1	2
46899	3	5	1	2
46900	3	1	1	2
46904	3	1	1	2
46905	2	2	1	2
46908	2	2	1	2
46909	1	1	1	2
46912	2	2	2	1
46916	2	2	1	2
46921	1	1	1	2
46922	3	2	1	2
46923	1	1	1	2
46924	2	2	1	2
46925	3	4	2	1
46927	2	2	2	1
46929	2	2	2	1
46930	1	1	2	1
46935	3	1	1	2
46939	1	1	2	1
46940	1	1	1	2
46946	2	2	1	2
46951	1	1	1	2
46954	3	4	1	2
46957	3	1	1	2
46959	2	2	1	2
46962	2	2	1	2
46963	3	5	2	1
46966	2	2	1	2
46968	1	1	1	2
46973	1	1	1	2
46975	1	1	1	2
46976	1	1	1	2
46978	1	1	1	2
46981	1	1	2	1
46989	3	1	1	2
46991	3	1	1	2
46994	1	1	1	3
46996	1	1	1	2
47003	3	1	1	2
47005	2	2	2	1
47007	1	1	2	1
47009	3	1	1	2
47011	3	2	1	2
47012	3	4	1	2
47013	2	2	1	2
47018	2	2	2	1
47022	3	1	1	2
47025	2	2	1	2
47027	3	1	1	2
47038	3	5	1	2
47039	3	2	1	2
47047	3	4	2	1
47051	3	1	1	2
47052	3	5	1	3
47053	2	2	1	2
47057	2	2	1	2
47058	2	2	1	2
47060	2	2	1	2
47061	3	1	1	2
47062	3	2	1	2
47070	2	2	1	2
47076	3	1	2	1
47077	2	2	1	2
47080	3	2	1	2
47082	3	4	1	2
47085	1	1	2	1
47090	3	2	2	1
47092	3	1	1	2
47093	1	1	1	2
47094	1	1	2	1
47095	1	1	2	1
47096	2	2	2	1
47099	3	2	1	2
47100	1	1	2	1
47101	1	1	1	2
47102	2	2	1	2
47103	1	1	1	2
47105	1	1	1	2
47107	3	2	1	2
47111	3	1	1	3
47113	3	2	1	3
47114	1	1	1	2
47115	3	1	1	2
47119	3	2	1	2
47122	2	2	2	1
47123	2	2	1	2
47132	2	2	1	2
47134	3	1	1	2
47135	3	5	1	2
47137	1	1	1	2
47139	3	4	1	2
47140	2	2	2	1
47142	3	5	2	1
47144	2	2	2	1
47152	3	4	1	2
47155	2	2	1	2
47160	1	1	2	1
47161	1	1	2	1
47162	1	1	2	1
47167	2	2	1	3
47168	2	2	1	3
47169	3	2	1	2
47174	3	2	1	2
47184	1	1	1	2
47186	2	2	1	2
47193	3	4	1	2
47194	3	1	2	1
47195	1	1	1	2
47197	1	1	1	2
47201	2	2	1	2
47204	3	5	1	2
47206	2	2	1	3
47207	3	4	1	3
47208	1	1	1	2
47213	3	2	1	2
47215	1	1	1	2
47220	3	2	1	2
47221	2	2	1	2
47226	3	1	1	2
47227	3	5	1	2
47229	3	4	2	1
47230	3	1	1	2
47231	2	2	2	1
47232	3	4	2	1
47238	2	2	1	2
47241	1	1	1	2
47243	2	2	1	2
47247	2	2	1	2
47248	2	2	1	2
47249	3	1	2	1
47251	3	5	1	2
47253	1	1	1	2
47254	2	2	1	2
47256	3	2	1	2
47261	3	1	1	2
47263	2	2	1	2
47271	3	2	1	2
47275	1	1	1	2
47277	1	1	2	1
47279	2	2	1	2
47285	3	1	1	3
47286	3	1	1	2
47288	3	1	1	2
47291	1	1	2	1
47292	2	2	1	2
47297	2	2	2	1
47298	2	2	2	1
47301	1	1	1	3
47302	3	1	1	3
47304	1	1	1	2
47306	3	2	1	2
47307	3	2	1	2
47308	2	2	1	2
47313	1	1	1	3
47316	1	1	1	2
47318	2	2	1	2
47319	1	1	1	2
47320	2	2	1	2
47323	3	1	1	2
47327	3	4	1	3
47328	3	1	1	2
47329	1	1	2	1
47330	2	2	1	2
47332	2	2	1	2
47341	1	1	1	2
47349	3	1	1	2
47352	2	2	1	3
47353	3	4	1	2
47355	3	2	3	1
47358	3	1	2	1
47359	1	1	1	2
47368	3	4	1	2
47370	3	4	1	3
47374	3	1	1	2
47377	2	2	1	2
47379	2	2	1	2
47382	3	4	1	2
47389	2	2	1	2
47397	2	2	2	1
47398	2	2	2	1
47410	2	2	1	2
47411	3	2	1	2
47415	3	1	1	2
47416	2	2	1	2
47417	1	1	2	1
47418	3	4	1	2
47419	1	1	1	2
47420	2	2	2	1
47421	3	4	2	1
47423	1	1	2	1
47424	1	1	1	2
47428	3	2	1	2
47432	1	1	1	2
47433	3	4	1	2
47435	3	1	1	2
47436	3	1	1	2
47439	1	1	1	2
47441	1	1	1	2
47442	3	2	1	2
47451	3	1	1	2
47453	1	1	1	2
47454	2	2	1	2
47456	3	1	1	3
47457	3	5	1	2
47458	1	1	1	2
47462	3	1	2	1
47464	2	2	1	2
47465	3	1	1	2
47480	2	2	1	2
47484	1	1	1	2
47485	1	1	2	3
47486	2	2	1	2
47487	1	1	1	2
47490	3	1	1	2
47493	3	1	1	2
47497	1	1	1	2
47499	2	2	1	3
47502	3	1	1	2
47504	1	1	1	2
47505	1	1	1	2
47520	2	2	1	3
47524	1	1	1	2
47525	3	2	1	2
47527	2	2	2	1
47536	3	1	2	1
47537	1	1	2	1
47539	3	1	1	2
47541	3	1	1	2
47543	2	2	1	2
47544	1	1	2	1
47545	3	1	1	2
47551	3	4	1	2
47556	2	2	2	1
47557	3	2	2	1
47559	3	2	1	2
47561	3	1	1	2
47563	3	2	1	2
47564	3	1	2	1
47565	2	2	1	2
47570	1	1	1	2
47571	2	2	1	2
47572	3	1	2	1
47573	3	4	2	1
47574	1	1	2	1
47576	1	1	1	2
47578	1	1	1	2
47580	3	5	1	2
47583	1	1	2	1
47584	3	2	2	1
47590	1	1	1	2
47591	2	2	2	1
47592	3	5	2	1
47593	3	5	2	1
47598	2	2	1	2
47612	3	2	1	2
47614	1	1	1	2
47619	1	1	1	2
47650	1	1	2	1
47655	3	2	2	1
47658	2	2	1	2
47659	1	1	1	2
47664	2	2	1	2
47665	3	5	1	2
47666	1	1	1	2
47670	3	4	2	1
47673	3	5	1	2
47674	1	1	2	1
47680	3	1	1	2
47681	3	4	1	2
47693	1	1	1	2
47708	2	2	1	2
47710	1	1	1	2
47712	2	2	1	2
47714	1	1	2	1
47717	2	2	1	2
47721	2	2	2	1
47725	3	1	3	1
47727	3	1	1	3
47733	2	2	1	2
47734	3	5	1	2
47736	2	2	2	1
47737	3	2	1	2
47744	1	1	1	2
47745	2	2	1	2
47746	3	1	1	3
47747	3	1	1	2
47753	2	2	2	1
47756	3	2	1	2
47758	2	2	1	2
47759	1	1	1	2
47760	1	1	1	2
47761	1	1	1	3
47762	1	1	1	3
47767	2	2	1	3
47768	1	1	1	3
47770	1	1	1	2
47774	2	2	1	2
47778	2	2	1	2
47779	3	2	1	2
47781	1	1	1	2
47783	2	2	1	2
47787	3	4	1	2
47791	3	4	1	2
47793	3	1	1	2
47795	1	1	1	2
47798	2	2	2	1
47802	1	1	1	2
47806	3	2	1	2
47810	1	1	1	3
47815	1	1	2	1
47817	2	2	2	1
47818	3	1	2	1
47821	1	1	1	2
47822	1	1	2	1
47823	1	1	2	1
47830	2	2	1	2
47832	2	2	1	2
47840	1	1	1	2
47851	1	1	1	2
47869	3	1	1	3
47870	3	1	1	2
47871	3	1	1	2
47872	2	2	2	1
47877	2	2	1	2
47879	3	1	1	2
47881	3	1	1	2
47882	3	1	1	2
47886	1	1	1	2
47887	1	1	1	2
47888	3	2	1	2
47889	1	1	1	2
47898	3	1	1	2
47902	3	1	1	2
47905	3	1	2	1
47908	3	1	1	2
47913	3	1	1	2
47916	2	2	1	2
47918	3	4	2	1
47919	3	2	1	2
47921	2	2	1	3
47931	3	4	1	2
47935	3	1	1	2
47943	2	2	1	2
47945	3	1	1	2
47949	1	1	2	1
47950	1	1	1	2
47951	1	1	2	1
47952	2	2	1	2
47955	3	1	2	1
47962	2	2	1	2
47964	2	2	1	2
47967	2	2	1	2
47968	3	5	1	2
47973	1	1	1	2
47978	3	4	1	2
47980	3	5	1	2
47991	3	2	1	2
47996	1	1	1	2
47997	1	1	1	2
48002	2	2	1	2
48007	2	2	2	1
48014	2	2	2	1
48016	1	1	1	2
48019	2	2	1	2
48020	2	2	1	2
48026	2	2	1	2
48032	2	2	2	1
48034	1	1	2	1
48035	1	1	1	2
48036	1	1	2	1
48037	2	2	1	2
48042	3	2	1	2
48044	2	2	2	1
48045	3	1	1	2
48046	2	2	2	1
48051	1	1	1	2
48054	1	1	1	2
48056	3	4	2	1
48057	1	1	2	1
48059	1	1	2	1
48065	3	1	1	2
48069	2	2	2	1
48070	3	1	1	2
48071	1	1	1	2
48085	3	1	1	2
48087	3	2	1	2
48088	1	1	2	1
48091	1	1	1	2
48092	3	1	1	2
48093	2	2	1	2
48097	2	2	2	1
48098	3	5	1	2
48101	3	1	1	2
48102	2	2	2	1
48108	2	2	1	2
48111	3	2	1	2
48114	2	2	1	2
48116	2	2	1	2
48120	3	1	1	2
48122	2	2	1	2
48125	2	2	1	2
48131	2	2	1	2
48139	3	1	1	2
48142	1	1	1	2
48144	2	2	2	1
48145	2	2	2	1
48147	1	1	1	2
48148	3	2	1	3
48150	2	2	2	1
48152	1	1	2	3
48154	2	2	2	3
48156	1	1	2	1
48161	2	2	2	1
48162	1	1	1	2
48163	2	2	1	2
48165	1	1	2	1
48166	1	1	1	2
48172	1	1	1	2
48176	3	1	2	1
48178	3	1	2	1
48182	1	1	1	3
48183	3	1	1	2
48185	2	2	2	1
48186	3	5	1	2
48188	2	2	1	2
48193	3	1	1	2
48198	1	1	2	1
48199	3	4	2	1
48200	2	2	1	2
48201	3	1	2	1
48203	1	1	2	1
48204	2	2	2	1
48205	1	1	2	1
48206	1	1	2	1
48207	2	2	2	1
