Sweep	Move_type	nBreakpoints	Chain_l	Chain_r
3506	1	1	1	3
3507	2	2	3	1
3515	2	2	1	2
3516	1	1	1	2
3519	1	1	1	2
3529	3	2	2	1
3530	1	1	1	2
3533	3	2	1	2
3534	3	2	1	2
3536	1	1	1	2
3539	2	2	1	2
3546	1	1	1	2
3547	1	1	2	1
3555	2	2	2	1
3556	1	1	2	1
3557	2	2	1	2
3558	3	5	1	2
3559	3	2	1	2
3560	3	1	1	2
3564	1	1	3	1
3566	1	1	1	3
3571	2	2	1	2
3573	2	2	1	2
3574	3	5	1	2
3575	2	2	1	2
3577	2	2	1	2
3581	1	1	3	1
3583	3	2	2	1
3587	3	1	1	2
3589	2	2	1	2
3595	3	5	1	2
3602	2	2	1	2
3604	3	2	1	2
3607	2	2	2	1
3608	3	1	1	2
3609	1	1	2	1
3610	3	4	1	2
3612	1	1	1	2
3615	3	1	1	2
3620	3	2	1	3
3621	2	2	1	2
3626	3	2	1	2
3631	3	2	1	2
3634	1	1	2	3
3637	1	1	1	2
3643	1	1	1	3
3648	3	1	1	3
3650	3	1	1	2
3651	2	2	1	2
3654	2	2	1	2
3656	3	1	1	2
3657	3	4	1	2
3658	1	1	1	2
3659	1	1	2	1
3670	3	1	1	3
3671	2	2	1	2
3675	3	4	2	1
3676	3	2	1	2
3678	2	2	3	1
3679	3	4	1	3
3682	1	1	1	2
3683	2	2	1	2
3686	3	2	1	2
3690	1	1	1	2
3696	3	1	1	2
3698	2	2	2	1
3703	3	4	2	1
3705	2	2	1	2
3710	2	2	1	2
3712	1	1	2	1
3713	3	4	2	1
3717	2	2	1	2
3719	1	1	1	2
3720	3	1	2	1
3721	1	1	2	1
3730	2	2	1	2
3731	2	2	2	1
3732	2	2	2	1
3740	3	1	1	3
3741	3	1	1	3
3744	3	1	1	2
3746	3	4	2	1
3747	1	1	1	2
3749	2	2	2	1
3750	3	1	2	1
3751	3	1	2	1
3756	2	2	1	2
3757	3	4	1	2
3760	2	2	1	2
3762	1	1	2	1
3764	2	2	2	1
3767	2	2	1	2
3769	2	2	1	2
3771	1	1	2	1
3772	3	1	3	1
3774	1	1	1	2
3776	1	1	1	2
3777	2	2	1	2
3778	3	4	1	2
3779	3	1	2	1
3780	2	2	1	2
3785	3	1	1	2
3788	2	2	1	2
3793	2	2	2	1
3796	3	5	3	1
3800	3	2	1	3
3802	1	1	1	2
3804	3	2	1	3
3812	2	2	1	3
3813	2	2	1	2
3816	3	1	2	1
3817	1	1	2	1
3819	3	2	2	1
3823	1	1	1	3
3829	2	2	2	1
3830	2	2	2	1
3831	1	1	2	1
3832	3	4	2	1
3836	3	1	1	2
3844	2	2	1	2
3846	3	1	1	2
3848	3	5	1	2
3849	3	2	1	2
3852	3	2	1	2
3857	2	2	1	2
3859	3	1	1	2
3861	1	1	1	2
3862	3	4	2	1
3869	2	2	1	2
3872	2	2	1	2
3874	2	2	1	2
3877	3	2	1	2
3879	3	2	1	3
3893	3	4	1	2
3894	1	1	2	1
3896	3	2	1	2
3897	3	2	2	1
3901	2	2	1	3
3902	3	4	1	2
3903	3	1	1	3
3911	3	4	1	2
3912	3	2	1	2
3913	1	1	1	2
3916	2	2	1	3
3917	1	1	1	2
3918	1	1	2	1
3921	2	2	1	2
3925	3	2	1	2
3937	2	2	1	2
3939	2	2	1	2
3942	1	1	1	2
3950	2	2	1	2
3954	1	1	1	2
3966	1	1	1	2
3967	3	5	1	2
3968	2	2	2	1
3970	3	4	2	1
3978	3	4	1	2
3991	2	2	3	1
3996	3	2	1	2
3999	1	1	1	2
4015	3	1	2	1
4021	2	2	1	2
4025	1	1	2	1
4026	2	2	2	1
4040	1	1	1	2
4050	1	1	1	3
4051	1	1	1	3
4057	2	2	2	1
4059	2	2	1	2
4061	3	1	1	2
4062	1	1	1	2
4063	1	1	1	2
4064	3	2	2	1
4065	2	2	2	1
4066	1	1	1	2
4067	2	2	1	2
4070	3	1	1	3
4077	1	1	1	2
4086	3	4	1	2
4090	2	2	1	2
4094	1	1	1	2
4096	3	4	3	1
4099	2	2	1	2
4102	1	1	1	2
4106	1	1	1	2
4109	3	5	1	2
4111	1	1	1	2
4116	3	1	1	2
4118	3	4	1	2
4120	2	2	2	1
4121	2	2	1	2
4122	2	2	1	2
4135	2	2	2	1
4137	3	2	1	2
4138	3	2	1	2
4139	3	1	2	1
4140	3	1	2	1
4142	3	4	1	2
4143	3	1	1	2
4146	1	1	1	2
4147	1	1	2	1
4148	1	1	1	2
4150	3	5	2	1
4152	1	1	1	2
4155	3	1	1	2
4158	2	2	1	2
4159	2	2	1	3
4160	1	1	1	2
4161	2	2	1	2
4164	2	2	1	2
4165	3	1	1	2
4166	3	2	1	2
4169	1	1	1	2
4173	3	2	1	2
4178	1	1	1	2
4179	3	1	1	2
4180	3	1	1	2
4183	2	2	1	2
4187	3	1	1	2
4188	3	1	1	2
4190	2	2	1	3
4194	2	2	1	2
4195	3	4	1	2
4199	3	1	1	3
4202	3	1	2	1
4205	2	2	1	2
4207	2	2	1	2
4208	1	1	2	1
4210	1	1	1	3
4213	1	1	2	1
4214	3	1	3	2
4215	3	4	2	1
4216	1	1	1	2
4218	2	2	1	2
4219	1	1	2	1
4223	2	2	1	2
4224	2	2	1	2
4228	3	5	3	1
4230	3	1	1	2
4231	3	1	1	2
4232	3	1	1	2
4235	2	2	1	2
4236	3	1	1	3
4241	2	2	1	2
4246	2	2	1	2
4247	2	2	1	2
4248	3	5	1	2
4257	3	2	1	2
4259	3	2	2	1
4261	3	4	1	3
4264	2	2	1	2
4268	1	1	1	2
4273	3	1	1	2
4275	2	2	1	2
4281	1	1	1	3
4288	3	4	1	2
4290	3	1	1	2
4291	3	2	1	2
4299	1	1	1	3
4300	3	1	1	3
4305	3	4	1	2
4312	2	2	1	2
4321	3	2	1	2
4322	3	1	2	1
4323	2	2	1	2
4331	1	1	1	2
4333	3	2	1	2
4334	2	2	1	3
4336	2	2	1	2
4337	1	1	1	2
4340	3	1	1	3
4349	3	1	1	2
4351	2	2	1	2
4352	3	4	1	2
4354	2	2	1	2
4356	3	1	1	2
4358	1	1	1	2
4363	1	1	1	2
4367	2	2	2	1
4371	1	1	2	1
4374	2	2	1	2
4378	2	2	1	2
4382	2	2	1	2
4386	2	2	2	1
4397	3	1	1	2
4402	2	2	1	2
4404	3	5	1	2
4405	3	2	2	1
4406	1	1	1	2
4407	1	1	1	2
4410	3	1	1	2
4412	2	2	2	1
4414	2	2	1	3
4421	2	2	1	2
4422	3	2	1	2
4428	2	2	1	2
4437	2	2	2	1
4438	3	1	1	2
4439	2	2	1	2
4441	2	2	1	2
4442	3	5	1	2
4450	2	2	1	2
4453	3	5	1	2
4454	3	2	1	2
4458	2	2	1	2
4460	3	1	1	2
4461	2	2	2	1
4462	3	4	1	2
4464	3	2	1	2
4467	3	2	1	2
4469	3	2	1	3
4472	2	2	1	2
4474	2	2	1	2
4475	2	2	1	2
4479	2	2	1	2
4481	1	1	1	3
4484	1	1	1	2
4486	2	2	2	1
4490	3	1	1	2
4498	2	2	1	2
4504	3	1	1	2
4505	1	1	2	1
4507	1	1	1	2
4509	2	2	2	1
4511	2	2	1	2
4514	3	4	1	2
4515	1	1	1	2
4517	1	1	1	2
4520	3	5	2	1
4521	3	5	2	1
4522	2	2	2	1
4524	1	1	1	2
4526	1	1	1	2
4528	1	1	1	2
4529	1	1	1	3
4536	1	1	2	1
4537	3	1	1	2
4539	2	2	1	2
4540	1	1	1	2
4545	3	2	1	2
4548	3	5	1	2
4552	2	2	2	1
4553	2	2	2	1
4556	3	5	1	2
4560	3	1	1	2
4562	3	4	1	2
4563	3	1	1	2
4566	1	1	1	2
4573	2	2	1	3
4575	3	1	1	2
4578	2	2	1	2
4579	2	2	2	1
4583	1	1	1	2
4584	3	1	1	2
4585	1	1	1	2
4587	3	1	1	2
4589	2	2	1	2
4595	3	1	1	2
4606	2	2	1	2
4609	2	2	2	1
4613	3	1	1	3
4618	3	2	2	1
4619	2	2	2	1
4620	3	1	1	2
4623	3	2	1	2
4628	3	1	2	1
4629	3	1	1	2
4631	2	2	1	2
4632	2	2	1	2
4633	3	1	1	2
4637	1	1	1	2
4638	1	1	1	2
4640	1	1	2	3
4644	3	2	2	1
4652	3	5	1	3
4654	2	2	2	1
4656	2	2	2	1
4657	2	2	2	1
4659	1	1	1	2
4662	2	2	1	2
4672	2	2	2	1
4673	3	5	1	2
4675	3	4	1	2
4676	3	5	1	2
4681	3	2	2	1
4684	1	1	1	2
4686	2	2	1	3
4688	2	2	1	3
4690	1	1	1	3
4692	2	2	1	2
4697	3	2	1	2
4700	1	1	1	2
4701	2	2	1	2
4702	3	2	1	2
4703	3	2	1	2
4716	3	2	1	2
4717	1	1	1	2
4719	1	1	1	2
4721	2	2	1	2
4724	1	1	2	1
4725	2	2	2	1
4729	1	1	1	2
4733	2	2	2	1
4734	1	1	1	2
4735	3	2	2	1
4737	1	1	1	2
4744	2	2	1	3
4746	2	2	1	3
4751	2	2	1	2
4756	3	1	2	1
4761	3	5	1	3
4765	2	2	1	2
4768	2	2	3	1
4772	1	1	1	3
4776	3	2	1	2
4777	3	5	2	1
4784	2	2	1	3
4785	1	1	1	3
4794	2	2	1	3
4795	3	2	1	2
4803	3	4	1	2
4804	2	2	1	2
4807	3	4	1	3
4812	2	2	2	1
4814	2	2	1	2
4818	1	1	1	3
4823	3	4	2	1
4824	1	1	2	1
4825	1	1	2	1
4831	1	1	2	1
4837	2	2	2	1
4839	3	1	2	1
4840	1	1	2	1
4846	2	2	1	2
4847	1	1	1	2
4848	2	2	2	1
4852	2	2	1	2
4854	2	2	1	2
4855	2	2	1	2
4868	1	1	1	2
4880	3	1	1	2
4885	1	1	1	2
4888	2	2	1	2
4891	3	2	1	2
4892	1	1	1	2
4894	3	1	1	2
4898	2	2	1	3
4902	1	1	1	2
4903	3	5	1	2
4916	1	1	1	2
4917	1	1	1	2
4918	1	1	1	2
4921	1	1	2	1
4922	2	2	1	2
4923	2	2	1	2
4931	2	2	1	2
4933	2	2	2	1
4942	1	1	2	1
4945	2	2	1	2
4946	1	1	2	1
4947	3	5	1	2
4950	3	5	1	2
4952	1	1	2	1
4957	2	2	1	2
4960	2	2	1	3
4962	2	2	1	2
4963	1	1	1	2
4965	3	1	2	1
4966	3	2	2	1
4970	3	1	2	1
4974	2	2	1	2
4983	2	2	1	2
4993	3	1	2	1
4994	1	1	1	2
4996	2	2	1	2
4997	2	2	1	2
4998	3	1	2	1
4999	2	2	2	1
5000	3	2	2	1
5001	1	1	1	2
5002	2	2	1	2
5010	2	2	1	2
5017	2	2	1	2
5019	1	1	2	1
5020	3	4	2	1
5031	1	1	1	2
5036	1	1	2	1
5037	3	1	1	2
5041	3	1	2	1
5042	1	1	1	2
5046	3	1	1	2
5047	2	2	1	2
5048	3	2	1	2
5051	1	1	2	1
5052	3	1	2	1
5060	2	2	1	2
5065	2	2	1	2
5066	3	1	1	2
5068	3	2	1	3
5069	2	2	1	2
5071	3	2	1	3
5074	3	2	1	3
5075	1	1	1	2
5076	3	1	1	2
5077	1	1	1	2
5080	3	1	1	3
5083	2	2	1	2
5085	2	2	3	2
5090	1	1	2	1
5097	2	2	1	2
5098	1	1	1	2
5099	2	2	1	2
5104	1	1	1	2
5107	2	2	1	2
5108	2	2	1	2
5114	1	1	2	1
5115	1	1	1	2
5117	3	1	1	2
5119	3	4	1	2
5121	2	2	1	2
5125	1	1	2	1
5130	2	2	2	1
5131	2	2	2	1
5136	2	2	1	2
5137	3	1	1	2
5138	1	1	1	2
5140	3	2	1	2
5141	3	2	2	1
5148	3	4	2	1
5149	3	4	1	2
5150	3	4	1	2
5161	1	1	1	3
5162	2	2	1	2
5165	3	2	2	1
5168	1	1	1	2
5171	3	4	1	2
5172	1	1	2	1
5173	2	2	1	2
5174	3	1	2	1
5176	3	2	1	2
5180	3	2	1	2
5182	1	1	1	2
5186	2	2	1	2
5187	3	5	1	2
5189	3	1	1	2
5190	1	1	1	3
5193	2	2	2	1
5198	1	1	2	1
5199	3	1	2	1
5204	2	2	2	1
5207	3	1	1	2
5208	1	1	2	1
5209	2	2	2	1
5214	3	2	1	3
5219	1	1	1	2
5221	3	2	1	2
5225	3	5	1	3
5228	1	1	2	1
5230	1	1	1	2
5233	2	2	1	2
5236	2	2	1	2
5242	3	2	1	2
5245	2	2	3	2
5246	2	2	1	3
5248	2	2	1	2
5254	3	1	2	1
5256	3	5	1	2
5262	1	1	1	2
5271	2	2	1	3
5273	1	1	1	3
5276	1	1	1	2
5279	3	1	1	2
5281	2	2	2	1
5282	1	1	1	2
5285	2	2	2	1
5288	3	2	1	2
5289	3	1	1	2
5292	3	1	1	2
5293	3	1	2	1
5294	1	1	1	2
5295	2	2	1	2
5298	2	2	1	2
5304	3	4	1	2
5305	3	2	1	2
5306	2	2	1	2
5310	3	2	2	1
5311	3	1	1	2
5312	2	2	1	3
5313	2	2	3	1
5315	2	2	3	1
5317	3	1	2	1
5318	2	2	1	2
5319	3	1	2	1
5321	1	1	1	2
5322	1	1	1	2
5325	2	2	1	2
5326	3	4	1	3
5327	1	1	1	2
5328	2	2	1	2
5330	3	2	1	2
5332	1	1	1	2
5334	2	2	1	2
5337	3	1	1	2
5338	1	1	1	2
5347	3	5	2	1
5348	2	2	1	2
5349	1	1	2	1
5350	2	2	2	1
5352	3	5	1	2
5354	3	2	1	2
5359	3	4	1	2
5360	2	2	1	2
5364	2	2	1	2
5369	2	2	1	2
5374	2	2	1	2
5376	2	2	1	2
5381	1	1	1	2
5382	3	1	2	1
5384	1	1	2	1
5386	2	2	2	1
5387	3	1	1	2
5388	3	1	2	1
5389	1	1	1	2
5392	3	5	1	2
5403	1	1	1	2
5404	2	2	1	2
5406	2	2	2	1
5416	2	2	1	2
5417	3	4	1	2
5419	2	2	1	2
5421	3	2	1	2
5422	1	1	1	2
5423	1	1	2	1
5428	3	2	1	3
5431	2	2	1	2
5433	3	5	1	2
5440	3	4	1	2
5441	3	1	1	2
5444	3	2	2	1
5445	3	1	1	2
5447	2	2	1	2
5448	3	2	1	2
5451	3	5	1	2
5455	3	1	2	1
5460	2	2	1	3
5461	2	2	2	1
5465	1	1	1	2
5469	3	2	1	2
5474	2	2	2	1
5477	1	1	1	2
5483	1	1	1	2
5485	1	1	1	2
5486	1	1	1	2
5488	3	4	1	2
5495	2	2	1	2
5499	3	1	1	2
5501	3	4	1	2
5508	3	1	1	2
5509	1	1	1	3
5512	1	1	2	1
5513	3	4	1	2
5517	3	2	2	1
5521	2	2	1	2
5529	1	1	1	2
5532	2	2	1	2
5533	1	1	1	2
5538	3	2	1	2
5543	3	1	1	2
5547	3	1	1	2
5548	3	1	1	2
5551	3	1	1	2
5552	3	5	1	3
5556	3	4	1	2
5560	2	2	1	2
5561	2	2	1	2
5569	2	2	1	2
5570	3	2	1	3
5571	3	2	1	2
5575	1	1	2	1
5576	2	2	2	1
5586	3	2	1	2
5591	2	2	1	3
5594	1	1	2	1
5597	2	2	1	2
5599	3	1	1	2
5603	3	2	1	2
5605	3	1	1	3
5606	2	2	1	2
5607	1	1	1	2
5611	1	1	1	3
5612	3	1	1	3
5615	1	1	1	2
5618	1	1	2	1
5624	3	1	2	1
5627	2	2	1	2
5629	3	1	1	2
5632	3	1	1	3
5635	1	1	1	2
5636	1	1	1	2
5639	3	5	1	2
5643	3	1	1	2
5644	2	2	1	2
5645	3	1	1	2
5650	1	1	1	2
5651	1	1	2	1
5652	3	1	1	2
5656	2	2	2	1
5659	2	2	1	2
5660	1	1	2	1
5665	3	2	1	2
5667	3	4	1	3
5670	3	5	2	1
5671	3	1	2	1
5675	3	1	1	2
5680	3	1	2	1
5682	3	4	1	2
5683	3	2	2	1
5685	1	1	2	1
5695	2	2	1	2
5701	1	1	1	2
5705	1	1	2	1
5708	3	2	1	2
5710	2	2	1	2
5711	3	4	1	2
5714	3	1	1	2
5716	3	1	1	2
5719	3	4	1	2
5720	3	4	1	2
5726	2	2	2	1
5730	2	2	1	2
5731	2	2	1	2
5738	2	2	2	1
5752	2	2	2	1
5753	3	1	2	1
5755	3	5	1	2
5757	2	2	1	2
5758	1	1	2	1
5759	2	2	1	2
5760	1	1	2	1
5763	1	1	2	1
5764	1	1	1	2
5769	3	2	1	2
5770	1	1	1	2
5772	1	1	1	2
5779	2	2	1	2
5780	3	5	3	1
5781	3	5	1	2
5785	1	1	2	1
5786	3	5	1	2
5791	2	2	1	2
5793	2	2	1	2
5794	3	1	1	2
5798	3	2	1	2
5805	3	5	1	3
5809	2	2	1	2
5811	3	2	1	2
5815	2	2	2	1
5817	3	5	2	1
5825	1	1	1	2
5828	2	2	1	2
5834	3	4	2	1
5835	1	1	1	2
5843	3	2	1	2
5844	3	1	1	2
5846	3	1	1	3
5853	1	1	1	2
5855	3	1	1	2
5870	1	1	2	1
5872	1	1	1	3
5876	1	1	1	2
5883	3	1	1	2
5891	3	5	1	2
5898	1	1	1	2
5906	3	4	1	2
5911	1	1	1	2
5916	2	2	1	2
5921	3	1	1	2
5924	2	2	1	2
5928	1	1	2	1
5929	3	2	1	2
5930	2	2	2	1
5931	1	1	1	2
5933	3	1	2	1
5938	3	4	1	2
5940	3	1	1	2
5943	3	1	1	2
5949	2	2	1	3
5950	3	1	1	3
5951	3	1	1	3
5955	3	4	1	2
5956	3	1	1	2
5959	3	2	1	2
5960	3	4	1	2
5964	1	1	2	1
5965	2	2	1	2
5966	1	1	2	1
5970	3	1	2	1
5971	3	4	1	2
5972	3	1	1	2
5973	2	2	1	2
5974	3	1	1	2
5981	2	2	1	2
5985	2	2	1	3
5987	2	2	2	1
5989	2	2	2	1
5990	2	2	1	2
5991	1	1	1	2
5993	3	4	1	2
5994	1	1	1	2
6002	3	5	1	2
6003	2	2	1	2
6006	3	4	1	2
6007	1	1	3	1
6011	3	1	1	2
6015	2	2	1	2
6016	2	2	1	2
6018	2	2	1	2
6024	3	1	1	2
6025	1	1	1	2
6041	3	2	1	2
6045	2	2	1	2
6046	3	1	1	3
6051	2	2	2	1
6052	1	1	2	1
6053	2	2	1	2
6054	1	1	2	1
6055	2	2	1	2
6056	2	2	1	2
6057	3	5	1	2
6058	1	1	1	2
6062	3	1	1	3
6063	3	1	1	3
6065	3	4	2	1
6067	1	1	1	2
6073	2	2	1	2
6076	2	2	2	1
6077	1	1	2	1
6079	1	1	2	1
6080	1	1	3	1
6081	2	2	2	1
6085	2	2	2	1
6087	1	1	2	1
6088	2	2	1	2
6096	3	4	2	1
6098	1	1	1	2
6101	3	4	1	2
6107	2	2	1	2
6111	2	2	1	2
6114	3	1	1	2
6119	1	1	2	1
6120	3	4	1	2
6121	1	1	1	2
6122	1	1	2	1
6125	3	1	1	2
6133	2	2	2	1
6138	2	2	1	2
6140	1	1	1	3
6141	3	2	1	2
6142	2	2	2	1
6143	1	1	1	2
6144	3	5	1	2
6152	3	4	3	1
6154	3	1	1	3
6160	1	1	1	2
6161	1	1	1	2
6170	3	1	1	2
6178	3	5	1	2
6183	1	1	2	1
6184	3	2	1	2
6188	3	2	1	3
6189	3	4	1	2
6205	2	2	1	2
6212	1	1	1	2
6214	1	1	1	2
6219	3	2	1	2
6220	3	1	1	2
6222	3	1	1	2
6223	3	1	1	2
6226	2	2	1	2
6227	3	4	1	2
6228	2	2	1	2
6233	2	2	1	2
6235	2	2	1	2
6237	2	2	1	2
6243	2	2	2	1
6246	2	2	1	2
6248	2	2	1	2
6249	1	1	2	1
6250	2	2	2	1
6254	1	1	2	1
6256	3	2	2	1
6259	1	1	1	3
6260	1	1	1	2
6261	2	2	1	2
6263	3	2	1	3
6266	2	2	1	3
6267	1	1	1	3
6268	2	2	1	2
6271	3	1	1	2
6273	2	2	1	2
6274	2	2	1	2
6275	2	2	1	2
6276	2	2	1	3
6280	2	2	2	1
6281	1	1	2	1
6282	3	1	2	1
6285	1	1	2	1
6286	1	1	2	1
6293	2	2	1	2
6295	3	1	2	1
6298	3	1	1	2
6303	3	4	1	2
6313	1	1	1	2
6322	3	1	1	3
6326	1	1	3	1
6329	3	1	2	1
6333	3	2	2	1
6334	1	1	1	2
6335	2	2	1	2
6339	1	1	2	1
6341	3	1	1	2
6342	2	2	1	2
6350	2	2	2	1
6351	1	1	2	1
6354	3	4	1	2
6355	3	4	2	1
6356	1	1	2	1
6357	3	1	1	2
6358	2	2	1	2
6360	3	4	1	2
6362	2	2	1	2
6367	2	2	1	2
6368	2	2	1	2
6369	2	2	1	2
6370	1	1	1	2
6372	1	1	1	2
6373	3	2	1	2
6374	3	4	2	1
6375	3	2	1	2
6376	3	5	1	2
6381	2	2	1	2
6384	3	1	1	2
6389	3	2	1	2
6391	3	1	2	1
6392	1	1	1	2
6393	3	1	2	1
6394	2	2	1	3
6401	3	1	2	1
6403	1	1	1	2
6407	3	4	1	2
6408	2	2	2	1
6410	3	2	1	2
6411	3	1	2	1
6412	2	2	1	2
6416	1	1	1	2
6425	1	1	1	3
6429	2	2	1	2
6430	3	1	1	2
6451	1	1	2	1
6452	1	1	2	1
6454	2	2	2	1
6456	3	2	2	1
6460	1	1	3	1
6461	2	2	3	1
6464	1	1	1	2
6467	1	1	1	2
6469	2	2	1	2
6470	3	5	1	2
6473	3	4	1	2
6474	2	2	2	1
6481	3	1	1	2
6489	2	2	1	2
6494	2	2	1	2
6495	2	2	2	1
6501	3	2	1	2
6503	2	2	1	3
6507	1	1	1	2
6508	1	1	1	2
6510	3	1	1	2
6512	3	2	1	2
6513	3	1	1	2
6514	3	4	1	2
6516	3	4	2	1
6517	3	1	1	2
6522	1	1	2	1
6524	2	2	1	2
6529	3	5	1	2
6530	3	1	1	2
6531	2	2	1	2
6537	3	1	1	2
6538	2	2	1	2
6540	1	1	2	1
6541	2	2	1	2
6543	1	1	1	2
6546	3	5	1	2
6547	1	1	1	2
6548	3	4	1	3
6551	3	1	1	2
6553	2	2	1	2
6559	2	2	2	1
6564	2	2	2	1
6566	3	1	1	2
6567	3	1	1	2
6571	2	2	1	2
6572	2	2	1	2
6576	1	1	1	2
6578	3	2	1	2
6579	2	2	2	1
6581	3	1	2	1
6588	3	4	1	2
6589	1	1	2	1
6590	1	1	1	2
6594	3	2	1	2
6599	2	2	2	1
6601	1	1	2	1
6602	1	1	1	2
6603	3	1	2	1
6605	3	1	2	1
6615	2	2	1	2
6616	2	2	1	2
6621	1	1	1	2
6622	3	1	1	2
6624	3	1	1	2
6627	2	2	1	2
6629	3	2	1	3
6634	3	2	1	2
6637	2	2	1	2
6647	1	1	1	2
6651	2	2	2	1
6657	2	2	1	2
6658	3	2	2	1
6659	3	4	1	2
6662	2	2	1	2
6664	1	1	2	1
6668	3	2	1	2
6672	3	1	1	3
6677	3	2	1	2
6679	2	2	2	1
6680	1	1	1	2
6684	1	1	1	2
6685	3	4	1	2
6693	1	1	2	1
6694	3	4	2	1
6700	2	2	1	2
6701	1	1	1	2
6702	2	2	1	2
6704	3	1	2	1
6705	2	2	2	1
6721	3	4	1	2
6722	1	1	2	1
6723	2	2	2	1
6741	1	1	1	2
6744	2	2	1	2
6747	3	1	1	3
6750	1	1	1	3
6751	3	1	1	2
6761	1	1	2	1
6763	3	1	1	2
6773	1	1	1	2
6774	1	1	2	1
6781	2	2	1	2
6783	1	1	1	2
6784	3	4	1	2
6786	3	4	1	2
6787	1	1	1	2
6789	3	1	1	2
6794	3	2	1	2
6795	2	2	1	2
6798	3	4	1	2
6800	3	2	1	2
6803	3	5	1	2
6806	3	1	1	2
6807	1	1	1	2
6808	3	1	1	3
6814	1	1	1	2
6819	2	2	1	3
6820	2	2	1	2
6821	2	2	1	2
6822	2	2	1	2
6824	2	2	1	2
6825	1	1	1	2
6826	2	2	1	2
6830	1	1	1	3
6831	1	1	2	1
6832	2	2	2	1
6833	3	4	1	2
6834	2	2	1	2
6835	1	1	3	1
6840	3	2	1	2
6842	3	4	1	2
6843	1	1	2	1
6849	3	2	1	3
6850	3	1	1	2
6854	2	2	1	2
6858	3	1	1	2
6871	3	1	1	2
6874	2	2	1	2
6876	1	1	2	1
6877	3	2	2	1
6879	3	1	1	2
6882	1	1	1	2
6884	3	2	1	2
6886	1	1	2	1
6888	3	2	2	1
6889	1	1	1	2
6890	3	1	1	2
6891	1	1	2	1
6906	2	2	1	2
6908	2	2	1	2
6911	3	1	2	1
6915	1	1	1	2
6917	1	1	1	2
6918	1	1	2	1
6924	1	1	2	1
6925	2	2	1	2
6926	3	1	2	1
6930	3	2	1	2
6933	3	1	1	3
6937	2	2	1	2
6938	1	1	2	1
6939	3	4	2	1
6945	2	2	1	2
6947	1	1	2	1
6949	1	1	1	3
6951	2	2	1	2
6959	3	1	2	1
6962	3	1	1	2
6967	1	1	2	1
6969	3	4	1	2
6971	1	1	1	2
6973	3	2	2	1
6975	3	4	2	1
6976	3	2	2	1
6977	2	2	1	2
6982	2	2	1	2
6992	3	5	2	1
6994	3	1	1	2
6996	3	5	2	1
6997	1	1	2	1
7001	3	1	1	2
7003	2	2	2	1
7004	2	2	1	2
7017	2	2	1	2
7020	3	1	1	2
7021	1	1	1	3
7026	2	2	1	2
7032	2	2	2	1
7033	1	1	2	1
7038	3	2	1	2
7043	3	4	1	2
7045	2	2	1	2
7046	3	2	1	3
7047	1	1	1	2
7052	1	1	2	1
7053	3	4	2	1
7059	3	4	1	3
7063	3	1	1	2
7067	2	2	1	2
7070	3	1	1	2
7074	1	1	1	2
7075	2	2	1	2
7076	2	2	1	2
7077	3	1	2	1
7079	1	1	1	2
7082	2	2	1	3
7083	1	1	1	3
7085	1	1	1	3
7089	2	2	1	2
7090	1	1	1	2
7099	2	2	1	3
7103	2	2	1	3
7105	3	5	1	2
7110	3	1	1	3
7114	1	1	1	2
7116	2	2	1	2
7120	1	1	1	2
7124	2	2	1	2
7125	1	1	1	2
7137	1	1	1	2
7139	3	1	1	2
7148	1	1	1	2
7159	3	2	1	2
7160	2	2	1	2
7161	2	2	1	2
7165	3	2	1	2
7178	3	1	2	1
7191	2	2	1	2
7193	3	2	1	2
7196	2	2	2	1
7199	2	2	1	2
7204	2	2	1	2
7205	3	1	1	2
7210	3	1	2	1
7211	2	2	2	1
7219	2	2	2	1
7222	3	1	1	2
7224	3	2	1	2
7225	3	1	1	2
7228	2	2	2	1
7229	1	1	2	1
7231	1	1	1	2
7232	1	1	1	2
7234	3	1	1	2
7240	1	1	1	2
7251	3	1	1	2
7254	2	2	2	1
7255	1	1	1	2
7256	3	2	1	2
7261	2	2	2	1
7263	2	2	1	2
7271	1	1	2	1
7276	1	1	2	3
7280	3	1	2	1
7288	1	1	1	2
7295	3	2	2	1
7299	1	1	1	2
7303	1	1	2	1
7304	2	2	1	2
7307	1	1	1	2
7314	2	2	1	2
7315	3	2	1	2
7319	3	5	1	2
7322	3	1	1	2
7326	3	1	1	2
7327	3	1	1	2
7328	3	1	1	2
7332	2	2	1	2
7334	3	1	1	2
7336	3	1	1	2
7343	1	1	1	2
7346	2	2	1	2
7349	3	2	1	2
7351	1	1	1	2
7353	3	1	1	2
7355	1	1	2	1
7358	2	2	2	1
7361	3	5	1	2
7369	2	2	1	2
7370	3	1	1	3
7374	1	1	1	2
7376	2	2	1	3
7381	2	2	1	2
7383	1	1	1	2
7387	2	2	1	2
7389	2	2	1	2
7390	3	1	1	2
7393	1	1	1	3
7394	1	1	1	2
7402	3	1	1	2
7404	3	1	2	1
7405	3	1	1	2
7406	3	1	2	1
7427	2	2	1	2
7429	3	1	1	2
7430	3	2	1	2
7432	2	2	1	2
7433	3	1	1	2
7437	2	2	1	2
7439	3	1	1	3
7441	2	2	2	1
7442	2	2	3	2
7443	2	2	3	1
7446	3	1	1	2
7451	2	2	1	2
7455	2	2	1	2
7458	3	5	1	2
7460	3	4	1	2
7466	2	2	1	3
7467	2	2	3	1
